Gene	Cyt Thakar	Nucl Thakar	TOT Thakar
XPO6	89	1	11
XPO7	83	1	16
XPOT	80	1	20
XRCC1	1	95	5
XRCC5	42	29	29
XRCC6	45	19	36
XRN1	79	1	21
XRN2	4	69	27
YAP1	38	9	53
YARS	91	1	9
YARS2	1	4	96
YBX1	55	8	37
YBX3	66	1	34
YEATS4	1	100	1
YES1	68	5	27
YIF1A	1	1	100
YIF1B	1	1	100
YIPF2	1	1	100
YIPF4	1	1	100
YKT6	69	1	31
YLPM1	1	100	1
YME1L1	1	13	87
YRDC	97	1	3
YTHDC1	1	100	1
YTHDC2	47	25	28
YTHDF1	50	50	1
YTHDF2	45	1	54
YTHDF3	38	1	62
YWHAB	85	3	13
YWHAE	63	11	27
YWHAG	76	10	15
YWHAH	82	4	14
YWHAQ	88	1	11
YWHAZ	80	3	18
YY1	1	84	16
ZADH2	1	1	100
ZBED1	35	1	65
ZBED5	1	100	1
ZBTB11	1	100	1
ZBTB2	1	100	1
ZBTB40	1	100	1
ZBTB7A	1	100	1
ZBTB8OS	79	1	21
ZC3H11A	1	100	1
ZC3H13	1	100	1
ZC3H14	1	100	1
ZC3H15	91	1	9
ZC3H18	1	100	1
ZC3H4	1	1	100
ZC3H7B	50	50	1
ZC3H8	1	100	1
ZC3HAV1	48	25	28
ZC3HAV1L	21	1	79
ZCCHC11	100	1	1
ZCCHC6	46	1	54
ZCCHC8	50	50	1
ZCCHC9	1	100	1
ZCRB1	1	97	3
ZFAND1	81	1	19
ZFC3H1	1	100	1
ZFHX3	1	100	1
ZFP91	1	1	100
ZFP92	50	50	1
ZFR	1	98	2
ZFYVE16	47	1	53
ZG16B	100	1	1
ZGPAT	1	96	4
ZMAT2	2	82	16
ZMPSTE24	2	7	92
ZMYM3	1	100	1
ZMYM4	1	100	1
ZMYND8	1	100	1
ZNF148	1	100	1
ZNF207	42	21	38
ZNF281	1	100	1
ZNF326	1	100	1
ZNF346	1	100	1
ZNF384	1	100	1
ZNF44	1	1	100
ZNF512	1	100	1
ZNF592	1	100	1
ZNF593	1	96	4
ZNF598	16	1	84
ZNF622	86	1	12
ZNF638	1	100	1
ZNF668	1	100	1
ZNF687	1	100	1
ZNF706	100	1	1
ZNF740	1	100	1
ZNF839	100	1	1
ZNFX1	85	1	15
ZNHIT2	64	1	36
ZNRD1	1	100	1
ZPR1	89	1	11
ZRANB2	10	63	27
ZSWIM7	1	1	100
ZW10	77	1	23
ZWILCH	89	1	11
ZWINT	100	1	1
ZYX	84	1	16
ZZEF1	65	1	35
