Uniprot.Accession	Gene	Christoforou_UniprotGO_overlap3	Uni_GO_overlap4	Christoforou_UniprotGO_sum5	Uniprot_GO_SUM6	HPA_Single_supportive7	HPA_Single_uncertain8	svm9	Christoforou10
O60238	BNIP3L								
Q7Z465	BNIPL						cytosol		
Q9BWV1	BOC			PM	PM				
Q96IK1	BOD1			CS	CS				
Q8NFC6	BOD1L1			Nucleus	Nucleus	Nucleus			
Q8IYS8	BOD1L2			CS	CS				
Q9UMX3	BOK								
Q9Y3E2	BOLA1			Mitochondrion	Mitochondrion				
Q9H3K6	BOLA2 BOLA2B								
Q53S33	BOLA3	Mitochondrion		Mitochondrion			Nucleus		Mitochondrion
Q8N9W6	BOLL	cytosol	cytosol	cytosol	cytosol				
Q7L3V2	BOP	Mitochondrion	Mitochondrion	Mitochondrion	Mitochondrion				
Q14137	BOP1	Nucleus		nucleus	Nucleus	Nucleus		Nucleus	Nucleus
Q6PGQ7	BORA			cytosol	cytosol		Nucleus		
Q9GZL8	BPESC1								
P07738	BPGM			cytosol	cytosol				
Q86WA6	BPHL	Mitochondrion		Mitochondrion	Mitochondrion				Mitochondrion
P17213	BPI								
Q9NP55	BPIFA1								
Q96DR5	BPIFA2								
Q9BQP9	BPIFA3								
Q86YQ2	BPIFA4P								
Q8TDL5	BPIFB1								
Q8N4F0	BPIFB2								
P59826	BPIFB3								
P59827	BPIFB4								
Q8NFQ5	BPIFB6								
Q8NFQ6	BPIFC								
O95861	BPNT1			cytosol	cytosol		Nucleus		
Q12830	BPTF					Nucleus			
O14599	BPY2 BPY2B BPY2C								
P15056	BRAF								
Q7Z569	BRAP			cytosol	cytosol				
Q6PJG6	BRAT1								
P38398	BRCA1	Nucleus		Nucleus					Nucleus
P51587	BRCA2								
P46736	BRCC3					Nucleus			
O95696	BRD1			Nucleus	Nucleus	Nucleus			
P25440	BRD2	Nucleus		Nucleus	Nucleus	Nucleus			Nucleus
Q15059	BRD3	Nucleus	Nucleus	Nucleus	Nucleus		Nucleus		Nucleus
O60885	BRD4	Nucleus		Nucleus	Nucleus	Nucleus			Nucleus
Q9NPI1	BRD7	Nucleus		Nucleus	Nucleus				Nucleus
Q9H0E9	BRD8	Nucleus		Nucleus	Nucleus				Nucleus
Q9H8M2	BRD9						Nucleus		
Q58F21	BRDT	Nucleus	Nucleus	Nucleus	Nucleus				
Q9NXR7	BRE					cytosol			
Q92994	BRF1	Nucleus	Nucleus	Nucleus	Nucleus		Nucleus		
Q9HAW0	BRF2	Nucleus	Nucleus	Nucleus	Nucleus		Nucleus		
O95415	BRI3								
Q8WY22	BRI3BP	ER	Mitochondrion	ER	Mitochondrion				ER
Q6PL45	BRICD5								
O60477	BRINP1	cytosol	cytosol	cytosol	cytosol		CS		
Q9C0B6	BRINP2								
Q76B58	BRINP3								
Q9BX63	BRIP1			Nucleus	Nucleus				
Q8TDN6	BRIX1	Nucleus	Nucleus	nucleus	Nucleus	Nucleus		Nucleus	Nucleus
Q8WUW1	BRK1	PM	CS	PM	CS				PM
Q9HCU9	BRMS1						CS		
Q5PSV4	BRMS1L			Nucleus	Nucleus	Nucleus			
Q5VW32	BROX								
P55201	BRPF1								
Q9ULD4	BRPF3								
P32247	BRS3			PM	PM				
Q8TDC3	BRSK1					Nucleus			
Q8IWQ3	BRSK2								
Q9NSI6	BRWD1								
P59051	BRWD1-AS2								
Q6RI45	BRWD3			Nucleus	Nucleus				
Q96G97	BSCL2	ER	ER	ER	ER				
Q9NW68	BSDC1	Cytosol		Cytosol					Cytosol
P35613	BSG	PM		PM				PM	PM
Q9UPA5	BSN								
Q8WZ55	BSND								
Q075Z2	BSPH1								
Q5W0U4	BSPRY								
Q10588	BST1	PM	PM	PM	PM				
Q10589	BST2								
Q3C1V8	BSX			Nucleus	Nucleus				
O14981	BTAF1			Nucleus	Nucleus				
Q9H0C5	BTBD1			CS	CS				
Q9BSF8	BTBD10					Nucleus			
A6QL63	BTBD11						Nucleus		
Q32M84	BTBD16								
A6NE02	BTBD17								
B2RXH4	BTBD18								
C9JJ37	BTBD19								
Q9BX70	BTBD2			CS	CS				
Q9Y2F9	BTBD3								
Q96KE9	BTBD6			CS	CS		Nucleus		
Q9P203	BTBD7	Nucleus	Nucleus	Nucleus	Nucleus				
Q5XKL5	BTBD8					Nucleus			
Q96Q07	BTBD9						Nucleus		
P35070	BTC								
P43251	BTD			Mitochondrion	Mitochondrion				
P20290	BTF3					cytosol			
Q96K17	BTF3L4								
P62324	BTG1								
P78543	BTG2								
Q14201	BTG3			cytosol	cytosol				
Q9NY30	BTG4								
Q06187	BTK								
Q7Z6A9	BTLA			PM	PM				
Q13410	BTN1A1								
Q7KYR7	BTN2A1			PM	PM		PM		
Q8WVV5	BTN2A2					Mitochondrion			
Q96KV6	BTN2A3P								
O00481	BTN3A1	PM	PM	PM	PM				
P78410	BTN3A2	PM	PM	PM	PM				
O00478	BTN3A3			PM	PM				
A8MVZ5	BTNL10								
Q9UIR0	BTNL2								
Q6UXE8	BTNL3								
Q6UX41	BTNL8						Nucleus		
Q6UXG8	BTNL9								
Q9Y297	BTRC								
O43683	BUB1								
O60566	BUB1B					cytosol			
O43684	BUB3	Nucleus		Nucleus		Nucleus			Nucleus
Q9BRD0	BUD13			Nucleus	Nucleus	Nucleus			
P41223	BUD31	Nucleus	Nucleus	Nucleus	Nucleus				Nucleus
Q8NE79	BVES								
Q5T3Y7	BVES-AS1								
Q13895	BYSL	Nucleus		nucleus		Nucleus			Nucleus
O95153	BZRAP1								
Q7L1Q6	BZW1								
Q9Y6E2	BZW2								
Q8TEF2	C10orf105								
Q8IVU9	C10orf107								
Q9H2I8	C10orf11								
Q8N326	C10orf111								
Q5VZT2	C10orf113								
Q5QP74	C10orf115								
Q8N655	C10orf12								
Q5SQS8	C10orf120								
Q8N4M7	C10orf126								
Q5T292	C10orf128								
A6NCD4	C10orf131								
Q5T742	C10orf25								
Q96B45	C10orf32								
Q96D05	C10orf35								
A4QN01	C10orf40								
Q8N6V4	C10orf53								
Q9H7M9	C10orf54			PM	PM		Nucleus		
Q5SWW7	C10orf55						Nucleus		
Q5T681	C10orf62								
Q8IYJ2	C10orf67								
Q9H943	C10orf68								
Q711Q0	C10orf71								
Q5T2E6	C10orf76								
Q8WW14	C10orf82						Mitochondrion		
Q8N1V8	C10orf85								
Q9H8K7	C10orf88								
Q96M02	C10orf90	CS	CS	CS	CS				
Q5T1B1	C10orf91						Nucleus		
Q9H7T3	C10orf95						Nucleus		
Q6UWK7	C10orf99								
Q9H5F2	C11orf1	Nucleus	Nucleus	Nucleus	Nucleus	Nucleus			
Q9NQ32	C11orf16								
Q9P2W6	C11orf21	cytosol	cytosol	cytosol	cytosol				
Q96F05	C11orf24								
Q6ZSK4	C11orf39								
Q8WZ69	C11orf40								
Q8N5U0	C11orf42								
Q8N8P7	C11orf44								
Q8TAV5	C11orf45						cytosol		
Q9BQE6	C11orf48								
Q9H6J7	C11orf49			Nucleus	Nucleus	Nucleus			
Q96A22	C11orf52								
Q8IXP5	C11orf53								
Q9H0W9	C11orf54	Nucleus	Nucleus	Nucleus	Nucleus				
Q6ZUT1	C11orf57					cytosol			
Q6NUN7	C11orf63								
Q8NCR3	C11orf65								
Q9H3H3	C11orf68						Nucleus		
Q9BRQ4	C11orf70								
Q6IPW1	C11orf71								
Q8NBR9	C11orf72								
Q53FT3	C11orf73								
Q86VG3	C11orf74						CS		
Q8N6T0	C11orf80						CS		
Q6UW78	C11orf83	Mitochondrion	Mitochondrion	Mitochondrion	Mitochondrion				
Q9BUA3	C11orf84						Nucleus		
Q3KP22	C11orf85								
A6NJI1	C11orf86								
Q6NUJ2	C11orf87								
Q6PI97	C11orf88								
Q3C1V1	C11orf91								
C9JXX5	C11orf94								
C9JLR9	C11orf95						CS		
Q7Z7L8	C11orf96								
Q9HB07	C12orf10					Nucleus			
Q8N999	C12orf29								
Q495D7	C12orf36								
Q9NQ89	C12orf4	cytosol	cytosol	cytosol	cytosol		Nucleus		
Q86WS4	C12orf40								
Q96LP6	C12orf42								
Q96C57	C12orf43								
Q8N5I9	C12orf45								
Q9H741	C12orf49								
Q8NA57	C12orf50								
Q6X4T0	C12orf54								
Q96N23	C12orf55	CS	CS	CS	CS				
Q8IXR9	C12orf56								
Q99622	C12orf57	cytosol	cytosol	cytosol	cytosol				
Q5U649	C12orf60								
Q6ZTY8	C12orf63								
Q9H3J6	C12orf65			Mitochondrion	Mitochondrion				
Q96MD2	C12orf66					CS			
A8MTZ7	C12orf71								
Q69YU5	C12orf73								
Q32Q52	C12orf74								
Q8N812	C12orf76								
C9JDV5	C12orf77								
G3V211	C12orf79								
Q9UKR5	C14orf1	ER	ER	ER	ER				
Q9NVL8	C14orf105								
Q9NWQ9	C14orf119	Mitochondrion	Mitochondrion	Mitochondrion	Mitochondrion				
Q9NPU4	C14orf132								
Q9BXV9	C14orf142						Nucleus		
Q96I85	C14orf144								
Q7Z3D6	C14orf159	Mitochondrion	Mitochondrion	Mitochondrion	Mitochondrion	cytosol			
Q9Y224	C14orf166					Nucleus			
Q52M58	C14orf177								
Q8N769	C14orf178								
A1A4T8	C14orf182								
Q8WXQ3	C14orf183								
Q86U37	C14orf23								
Q4W4Y0	C14orf28								
Q86TY3	C14orf37								
Q96F83	C14orf79			cytosol	cytosol				
Q86SX3	C14orf80								
Q9H972	C14orf93								
Q6P656	C15orf26								
Q2M3C6	C15orf27	PM	PM	PM	PM				
Q32M92	C15orf32								
Q8NBB2	C15orf37								
Q6ZRI6	C15orf39			cytosol	cytosol	cytosol			
Q8WUR7	C15orf40								
Q9Y2V0	C15orf41						Nucleus		
Q8NHR7	C15orf43								
Q6ZUT6	C15orf52								
Q8NAA6	C15orf53								
Q8N8G6	C15orf54								
Q8N910	C15orf56								
Q9BV29	C15orf57								
Q2T9L4	C15orf59								
A6NNL5	C15orf61								
A8K5M9	C15orf62			Mitochondrion	Mitochondrion				
H3BRN8	C15orf65								
Q96S19	C16orf13						Nucleus		
O95177	C16orf3								
Q96MC5	C16orf45			CS	CS				
Q6P387	C16orf46								
Q6ZP98	C16orf47								
Q8NHV5	C16orf52								
Q6UWD8	C16orf54								
Q96GQ5	C16orf58								
Q7L2K0	C16orf59								
Q7Z3J2	C16orf62	endosome	endosome	endosome	endosome		Mitochondrion		
Q9BSU1	C16orf70								
Q8IYS4	C16orf71						Nucleus		
Q14CZ0	C16orf72								
Q96GX8	C16orf74								
Q8WTQ4	C16orf78			Nucleus	Nucleus				
Q7Z2V1	C16orf82								
Q6ZW13	C16orf86								
Q6PH81	C16orf87						Nucleus		
Q6UX73	C16orf89								
A8MZG2	C16orf90								
Q96LL3	C16orf92								
A1A4V9	C16orf93					cytosol			
Q9H693	C16orf95								
A6NNT2	C16orf96						cytosol		
H3BN30	C16orf97								
A8MU93	C17orf100								
A2RUQ5	C17orf102								
A2RUB1	C17orf104						CS		
B2RV13	C17orf105								
Q6ZR85	C17orf107						Nucleus		
F2Z3M2	C17orf112								
Q8NEP4	C17orf47								
Q8WW18	C17orf50								
A8MQB3	C17orf51								
Q8N3J3	C17orf53								
Q2M2W7	C17orf58								
Q96GS4	C17orf59								
Q9BQA9	C17orf62								
Q86WR6	C17orf64								
Q0P5P2	C17orf67								
Q0P670	C17orf74								
Q9HAS0	C17orf75								
Q96MU5	C17orf77								
Q8N4C9	C17orf78								
Q9BSJ5	C17orf80								
Q86X59	C17orf82								
Q53F19	C17orf85								
A1L188	C17orf89			Mitochondrion	Mitochondrion		Mitochondrion		
A6NHQ4	C17orf96						Nucleus		
Q6ZQX7	C17orf97								
A8MV24	C17orf98								
Q6UX52	C17orf99								
Q96KH6	C18orf12								
Q96N68	C18orf15								
Q32NC0	C18orf21								
Q96B23	C18orf25								
Q8TCD1	C18orf32								
P0CW23	C18orf42								
Q68DL7	C18orf63						Mitochondrion		
Q96DM3	C18orf8			lysosome	lysosome		Nucleus		
Q969H8	C19orf10								
Q9NSK7	C19orf12								
Q8NEA5	C19orf18								
Q9BVV8	C19orf24								
Q9UFG5	C19orf25								
Q6ZS72	C19orf35								
Q9BQ61	C19orf43								
Q9H6X5	C19orf44								
Q8NA69	C19orf45								
Q8N9M1	C19orf47			Nucleus	Nucleus	Nucleus			
Q6RUI8	C19orf48						PM		
Q9BSF4	C19orf52								
Q9UNZ5	C19orf53					Nucleus			
Q5BKX5	C19orf54								
Q0VDD7	C19orf57						Nucleus		
Q96EN9	C19orf60								
Q9NUL5	C19orf66								
A6NJJ6	C19orf67								
Q86XI8	C19orf68								
A6NCJ1	C19orf71								
Q9NVV2	C19orf73								
Q6UXH0	C19orf80								
C9J6K1	C19orf81						CS		
K7EIZ4	C19orf83								
I3L1E1	C19orf84								
Q13901	C1D					Nucleus			
Q9NS00	C1GALT1	ER		ER	Golgi				ER
Q96EU7	C1GALT1C1			Golgi	Golgi		cytosol		
P02745	C1QA								
P02746	C1QB								
Q07021	C1QBP	Mitochondrion		Mitochondrion				Mitochondrion	Mitochondrion
P02747	C1QC								
O75973	C1QL1								
Q7Z5L3	C1QL2								
Q5VWW1	C1QL3								
Q86Z23	C1QL4								
Q9BXJ1	C1QTNF1								
Q9BXJ5	C1QTNF2								
Q9BXJ4	C1QTNF3								
Q9BXJ3	C1QTNF4								
Q9BXJ0	C1QTNF5								
Q9BXI9	C1QTNF6						Nucleus		
Q9BXJ2	C1QTNF7								
P60827	C1QTNF8								
P0C862	C1QTNF9								
B2RNN3	C1QTNF9B			ER	ER				
Q58A44	C1QTNF9B-AS1	cytosol	cytosol	cytosol	cytosol				
P00736	C1R								
Q9NZP8	C1RL						CS		
P09871	C1S								
Q5SVJ3	C1orf100								
Q5SY80	C1orf101								
O95561	C1orf105								
Q3KP66	C1orf106								
Q9NX04	C1orf109								
Q86UF4	C1orf110								
Q5T0L3	C1orf111								
Q9NSG2	C1orf112								
Q9H7X2	C1orf115								
Q6ZSJ8	C1orf122								
Q9NWV4	C1orf123						cytosol		
Q8N9H9	C1orf127								
Q8NDD1	C1orf131								
Q5TEV5	C1orf134								
Q5JT78	C1orf137								
Q5VVS0	C1orf140								
Q5JVX7	C1orf141								
Q96MR7	C1orf145								
Q5VVC0	C1orf146								
Q96MC9	C1orf147								
Q8N1D5	C1orf158						cytosol		
Q96HA4	C1orf159								
Q8NEQ5	C1orf162								
Q5SNV9	C1orf167								
Q5VWT5	C1orf168								
Q8IYL3	C1orf174	Nucleus	Nucleus	Nucleus	Nucleus	Nucleus			
Q3ZCV2	C1orf177			Mitochondrion	Mitochondrion				
Q8NAE3	C1orf180								
Q5T7R7	C1orf185								
Q6ZWK4	C1orf186			PM	PM				
Q5VU69	C1orf189								
Q5VTH2	C1orf192								
Q5T5A4	C1orf194								
Q5TG92	C1orf195								
B1AJZ1	C1orf196								
Q9H425	C1orf198	cytosol	cytosol	cytosol	cytosol	cytosol			
Q5SR53	C1orf200								
Q9H246	C1orf21								
Q8IVY1	C1orf210			PM	PM		Nucleus		
Q8NC38	C1orf213								
Q8TAB5	C1orf216								
Q5T0J3	C1orf220								
Q69YW0	C1orf222								
A1L170	C1orf226						Nucleus		
Q6PIY5	C1orf228						cytosol		
Q6ZS94	C1orf229								
F2Z333	C1orf233								
H3BTG2	C1orf234								
Q9BWL3	C1orf43								
Q9BV19	C1orf50								
Q8N6N3	C1orf52			Nucleus	Nucleus	Nucleus			
Q5VUE5	C1orf53								
Q8WWF1	C1orf54								
Q13536	C1orf61	Nucleus	Nucleus	Nucleus	Nucleus				
Q8NEQ6	C1orf64						Nucleus		
Q96LT6	C1orf74								
Q8WWB7	C1orf85			lysosome	lysosome				
Q8N0U7	C1orf87								
Q6P1W5	C1orf94								
Q69YW2	C1orf95								
P06681	C2								
Q9NUB4	C20orf141								
Q9BQM9	C20orf144								
Q9H1L0	C20orf166								
Q96NR2	C20orf166-AS1								
Q96LM9	C20orf173								
Q9UGB4	C20orf187								
Q5TEA3	C20orf194								
Q9BVV2	C20orf195								
Q8IYI0	C20orf196								
Q8N268	C20orf197								
A1L168	C20orf202								
Q8NBC4	C20orf203	cytosol	cytosol	cytosol	cytosol				
Q9BUV8	C20orf24								
Q8NHU2	C20orf26								
Q9GZN8	C20orf27								
Q4KN68	C20orf62								
Q9BR46	C20orf78								
Q9H1P6	C20orf85								
Q9NUD7	C20orf96								
Q96HZ7	C21orf119								
Q8N2C9	C21orf128								
B9A014	C21orf140								
O43822	C21orf2								
P30042	C21orf33	Mitochondrion	Mitochondrion	Mitochondrion	Mitochondrion				
A6NIU2	C21orf37								
Q17RA5	C21orf49								
A6NM66	C21orf54								
P58505	C21orf58					Nucleus			
P57076	C21orf59			CS	CS				
Q9NYP8	C21orf62								
P58512	C21orf67			ER	ER				
P59052	C21orf88								
P59090	C21orf90								
Q8WYQ4	C22orf15								
Q9BZE7	C22orf23								
Q9Y442	C22orf24								
O95567	C22orf31								
Q6ZV56	C22orf34								
Q6P5X5	C22orf39								
Q6IC83	C22orf42								
C9J442	C22orf46						Nucleus		
Q9Y426	C2CD2						Nucleus		
O14523	C2CD2L								
Q4AC94	C2CD3			CS	CS				
Q8NCU7	C2CD4A	Nucleus	Nucleus	Nucleus	Nucleus				
A6NLJ0	C2CD4B			Nucleus	Nucleus				
Q8TF44	C2CD4C								
B7Z1M9	C2CD4D								
Q86YS7	C2CD5					CS			
Q8WU43	C2orf15								
Q68DN1	C2orf16			Nucleus	Nucleus				
Q580R0	C2orf27A C2orf27B								
Q9H1Z8	C2orf40								
Q9NWW7	C2orf42			Nucleus	Nucleus	Nucleus			
Q9H6V9	C2orf43			ER	ER				
Q9H6R7	C2orf44								
Q8WWC4	C2orf47	Mitochondrion	Mitochondrion	Mitochondrion	Mitochondrion		Mitochondrion		
Q96LS8	C2orf48								
Q9BVC5	C2orf49			Nucleus	Nucleus				
Q96LR7	C2orf50								
Q08AI8	C2orf54								
Q53QW1	C2orf57								
Q8N801	C2orf61								
Q6UXQ4	C2orf66								
Q2NKX9	C2orf68								
Q8N8R5	C2orf69								
A6NJV1	C2orf70			Nucleus	Nucleus				
A6NGG8	C2orf71			CS	CS				
A6NCS6	C2orf72								
Q8N5S3	C2orf73								
A8MZ97	C2orf74						CS		
Q3KRA6	C2orf76								
A6NCI8	C2orf78								
Q0P641	C2orf80						Golgi		
A6NN90	C2orf81					Nucleus			
Q6UX34	C2orf82						Nucleus		
Q53S99	C2orf83			PM	PM				
Q9BSF0	C2orf88								
Q6ZV80	C2orf91								
P01024	C3								
Q16581	C3AR1			PM	PM				
Q6ZMU1	C3P1								
Q9HBI5	C3orf14								
Q6NW34	C3orf17	Nucleus	Nucleus	nucleus	Nucleus				
Q9UK00	C3orf18						cytosol		
Q8ND61	C3orf20								
Q8N5N4	C3orf22								
Q96M34	C3orf30								
Q6P1S2	C3orf33								
Q3SXR2	C3orf36								
Q5JPI3	C3orf38								
Q96BT1	C3orf49								
A1A4F0	C3orf55								
Q8N813	C3orf56								
Q8NDZ4	C3orf58			Golgi	Golgi				
Q6ZUJ4	C3orf62						Nucleus		
Q96M15	C3orf65								
Q6ZVT6	C3orf67								
A6NLC5	C3orf70						cytosol		
P0CE67	C3orf79								
F5H4A9	C3orf80								
H3BNL1	C3orf84								
P0C0L4	C4A								
P0C0L5	C4B C4B_2								
P04003	C4BPA								
P20851	C4BPB								
Q53FE4	C4orf17								
Q8IY42	C4orf19					CS			
Q6V702	C4orf22								
Q17RF5	C4orf26								
Q9NWY4	C4orf27			Nucleus	Nucleus				
Q0P651	C4orf29						Nucleus		
Q8WVX3	C4orf3						cytosol		
Q8N8J7	C4orf32								
Q8N1A6	C4orf33								
Q96KX1	C4orf36						CS		
Q96LM5	C4orf45								
Q504U0	C4orf46	cytosol	cytosol	cytosol	cytosol		Nucleus		
A7E2U8	C4orf47	CS	CS	CS	CS				
Q5BLP8	C4orf48					cytosol			
Q6ZRC1	C4orf50								
C9J302	C4orf51								
Q99440	C4orf6								
P01031	C5								
P21730	C5AR1								
Q9P296	C5AR2	PM	PM	PM	PM				
Q8NAS9	C5orf17								
Q49AR2	C5orf22						Nucleus		
Q7Z6I8	C5orf24						Nucleus		
Q52M75	C5orf27								
Q0VDI3	C5orf28						Nucleus		
Q96GV9	C5orf30	CS	CS	CS	CS				
Q96MH7	C5orf34								
Q86SI9	C5orf38								
Q9H799	C5orf42						cytosol		
Q6NTE8	C5orf45								
Q6UWT4	C5orf46								
Q569G3	C5orf47								
A4QMS7	C5orf49								
A6NDU8	C5orf51								
A6NGY3	C5orf52								
Q8N2X6	C5orf55						Nucleus		
Q8N8D9	C5orf56						Mitochondrion		
C9J3I9	C5orf58								
A6NFR6	C5orf60								
A6NC05	C5orf63			Mitochondrion	Mitochondrion		Mitochondrion		
Q2M2E5	C5orf64								
Q9H5L9	C5orf66								
P13671	C6								
Q86T20	C6orf1								
Q5SRN2	C6orf10			Nucleus	Nucleus				
Q5JQF7	C6orf100								
Q9H6K1	C6orf106						Nucleus		
Q5T5N4	C6orf118						Mitochondrion		
Q7Z4R8	C6orf120								
Q9Y6Z2	C6orf123								
Q5T0Z8	C6orf132								
Q5SQH8	C6orf136			Mitochondrion	Mitochondrion				
Q5SZD1	C6orf141						Nucleus		
Q6UXA7	C6orf15								
Q5TEZ5	C6orf163						Nucleus		
Q5TEZ4	C6orf164								
Q8IYR0	C6orf165								
Q5T699	C6orf183								
Q96MT4	C6orf195								
Q7Z4U5	C6orf201								
Q9P0P8	C6orf203			Mitochondrion	Mitochondrion				
Q9H993	C6orf211								
P0C671	C6orf222								
Q8N319	C6orf223								
Q5I0X4	C6orf226						Nucleus		
H3BNL8	C6orf229								
O95873	C6orf47			cytosol	cytosol	cytosol			
Q9UBA6	C6orf48								
Q9HD87	C6orf50								
Q5T4I8	C6orf52						Nucleus		
Q5VUM1	C6orf57	Mitochondrion	Mitochondrion	Mitochondrion	Mitochondrion				Mitochondrion
Q6P5S2	C6orf58								
Q9GZU0	C6orf62						cytosol		
Q6UWU4	C6orf89								
Q4VX62	C6orf99								
P10643	C7								
Q8NI28	C7orf13								
Q9BPX7	C7orf25								
Q96N11	C7orf26								
Q8N865	C7orf31	CS	CS	CS	CS				
Q8WU49	C7orf33								
Q96L11	C7orf34								
Q8WVR3	C7orf43								
Q9BRJ6	C7orf50						Nucleus		
Q96HJ9	C7orf55			Mitochondrion	Mitochondrion				
Q8NEG2	C7orf57								
Q1RMZ1	C7orf60						cytosol		
Q8IZ16	C7orf61			Nucleus	Nucleus				
Q8TBZ9	C7orf62								
A5D8W1	C7orf63								
Q6ZTY9	C7orf65								
A4D0T2	C7orf66								
Q9H7B7	C7orf69								
A4D174	C7orf71								
A4D263	C7orf72								
E0CX11	C7orf73	Mitochondrion	Mitochondrion	Mitochondrion	Mitochondrion				
Q6ZVN7	C7orf76								
P07357	C8A								
P07358	C8B								
P07360	C8G								
Q96KT0	C8orf12								
Q9NRJ1	C8orf17			ER	ER				
Q8WWR9	C8orf22								
Q8N9H6	C8orf31								
Q9H7E9	C8orf33								
Q49A92	C8orf34								
Q96NL8	C8orf37			CS	CS				
Q9NR00	C8orf4								
Q96CB5	C8orf44			Nucleus	Nucleus	Nucleus			
Q8TAG6	C8orf46								
Q96LL4	C8orf48								
Q96NF6	C8orf49								
Q8NAV2	C8orf58						Nucleus		
Q8N0T1	C8orf59								
Q9HA58	C8orf60								
Q6P047	C8orf74						Nucleus		
Q96K31	C8orf76								
Q6P1X6	C8orf82						Nucleus		
Q6ZUL3	C8orf86								
E5RJ46	C8orf87								
P0DMB2	C8orf88			cytosol	cytosol				
P02748	C9								
Q8NAJ2	C9orf106								
Q5T280	C9orf114						Nucleus		
Q5BN46	C9orf116								
Q5JU67	C9orf117								
A6NHY6	C9orf118								
Q5T035	C9orf129			Nucleus	Nucleus		Mitochondrion		
Q5VYM1	C9orf131								
Q5VTT2	C9orf135								
Q6ZV77	C9orf139								
Q9BUH6	C9orf142			Nucleus	Nucleus	Nucleus			
Q5JTZ5	C9orf152					Nucleus			
Q5TBE3	C9orf153								
Q9BU70	C9orf156						Nucleus		
Q9BUW7	C9orf16						CS		
Q8N9P6	C9orf163								
A2RU37	C9orf170								
Q6ZQR2	C9orf171								
C9J069	C9orf172						CS		
Q8N7X2	C9orf173								
Q9UI66	C9orf38								
Q8IXQ3	C9orf40								
Q8N4J0	C9orf41								
Q8TAL5	C9orf43						cytosol		
Q6ZRZ4	C9orf47								
Q5SZB4	C9orf50								
Q9UH64	C9orf53								
Q5W0N0	C9orf57								
Q8N4C0	C9orf62								
Q5T6V5	C9orf64								
Q5T8R8	C9orf66								
H0YL14	C9orf69					Nucleus			
Q96LT7	C9orf72								
Q9NZ63	C9orf78					Nucleus			
Q5VXU9	C9orf84								
Q96MD7	C9orf85								
Q96LW7	C9orf89								
Q96E40	C9orf9			CS	CS		Mitochondrion		
Q5VZI3	C9orf91						cytosol		
A6NGG3	C9orf92								
P00915	CA1	cytosol	cytosol	cytosol	cytosol				
Q9NS85	CA10								
O75493	CA11								
O43570	CA12			PM	PM		Nucleus		
Q8N1Q1	CA13								
Q9ULX7	CA14			PM	PM				
P00918	CA2	Cytosol		Cytosol					Cytosol
P07451	CA3	cytosol	cytosol	cytosol	cytosol				
P22748	CA4			PM	PM				
P35218	CA5A	Mitochondrion	Mitochondrion	Mitochondrion	Mitochondrion				
Q9Y2D0	CA5B	Mitochondrion	Mitochondrion	Mitochondrion	Mitochondrion				
Q8WTZ4	CA5BP1								
P23280	CA6						Nucleus		
P43166	CA7	cytosol	cytosol	cytosol	cytosol				
P35219	CA8			cytosol	cytosol				
Q16790	CA9								
Q9H8G2	CAAP1								
Q9Y376	CAB39	CS	cytosol	CS	cytosol				CS
Q9H9S4	CAB39L			cytosol	cytosol				
Q9Y6J0	CABIN1			Nucleus	Nucleus				
Q8TDN4	CABLES1					Nucleus			
Q9BTV7	CABLES2								
Q9NZU7	CABP1								
Q9NPB3	CABP2								
P57796	CABP4			CS	CS				
Q9NP86	CABP5	cytosol	cytosol	cytosol	cytosol				
Q86V35	CABP7								
Q96KC9	CABS1								
O75952	CABYR								
Q9UGQ2	CACFD1			PM	PM		Nucleus		
Q5VU97	CACHD1						Nucleus		
O00555	CACNA1A								
Q00975	CACNA1B								
Q13936	CACNA1C			PM	PM				
Q01668	CACNA1D			PM	PM				
Q15878	CACNA1E			PM	PM				
O60840	CACNA1F			PM	PM				
O43497	CACNA1G								
O95180	CACNA1H								
Q9P0X4	CACNA1I			PM	PM				
Q13698	CACNA1S								
P54289	CACNA2D1								
Q9NY47	CACNA2D2			PM	PM				
Q8IZS8	CACNA2D3			PM	PM				
Q7Z3S7	CACNA2D4			PM	PM				
Q02641	CACNB1								
Q08289	CACNB2			PM	PM		Nucleus		
P54284	CACNB3						Golgi		
O00305	CACNB4								
Q06432	CACNG1			PM	PM				
Q9Y698	CACNG2								
O60359	CACNG3								
Q9UBN1	CACNG4			PM	PM		cytosol		
Q9UF02	CACNG5								
Q9BXT2	CACNG6			PM	PM				
P62955	CACNG7			PM	PM				
Q8WXS5	CACNG8								
Q8WUQ7	CACTIN								
Q8N1I8	CACTIN-AS1								
Q86Y37	CACUL1						Nucleus		
Q9HB71	CACYBP								
P27708	CAD					Nucleus			
Q9BY67	CADM1	PM		PM		CS			PM
Q8N3J6	CADM2								
Q8N126	CADM3								
Q8NFZ8	CADM4						Nucleus		
Q9ULU8	CADPS								
Q86UW7	CADPS2								
Q8TC20	CAGE1								
P05937	CALB1								
P22676	CALB2					cytosol			
P06881	CALCA								
P01258	CALCA								
P10092	CALCB								
Q9P1Z2	CALCOCO1								
Q13137	CALCOCO2								
P30988	CALCR			PM	PM				
Q16602	CALCRL			PM	PM				
Q05682	CALD1			CS	CS				
Q8IU99	CALHM1								
