Gene	Rodriguez_Pineiro_1	Rodriguez_Pineiro_2	Rodriguez_Pineiro_3	Rodriguez_Pineiro_4	Rodriguez_Pineiro_5	Rodriguez_Pineiro_6	Rodriguez_Pineiro_7	Rodriguez_Pineiro_8	Rodriguez_Pineiro_9	Rodriguez_Pineiro_10	Rodriguez_Pineiro_11		Cyt Andreyev	Nucl Andreyev	Microsomes Andreyev	PM Andreyev	ER Andreyev	Mito Andreyev		Cyt Carvalho	Nucl Carvalho	Mit Carvalho		Cyt Boisvert	Nucl Boisvert	Nucleolus Boisvert		Cyt Pinto	Nucl Pinto	Tot Pinto		Cyt Choi	Nucl Choi	Pellet Choi	Nucl soluble Choi		Cyt Mulvey	Nucl Mulvey	Total Mulvey		cyt Bileck	Nucl Bileck		Cyt Thakar	Nucl Thakar	TOT Thakar		Cyt Larance	Nucleus Larance	Cytoskeleton Larance	Membrane Larance
S100A11	106	58	30	1	6	1	1	1	1	1	1		38	50	8	66	40	1		73	27	1		88	11	1		96	1	3		39	61	1	1		19	75	6		99	1		80	10	9		84	1	1	15
SHMT1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		60	33	6		24	14	62		1	1	1	1		1	1	1		97	3		64	7	29		100	1	1	1
USP5	1	1	1	1	1	1	1	1	1	1	1		132	22	28	10	6	1		66	34	1		89	10	1		60	9	31		100	1	1	1		1	6	94		99	1		79	1	21		92	1	1	8
ACP1	200	1	1	1	1	1	1	1	1	1	1		136	46	18	1	1	1		77	18	5		91	8	1		17	7	76		61	25	14	1		33	14	53		100	1		1	5	95		78	1	1	22
ADI1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		91	6	3		53	1	46		100	1	1	1		73	1	27		100	1		82	1	18		97	1	1	3
ALDH16A1	100	86	16	1	1	1	1	1	1	1	1		94	14	66	10	8	6		81	19	1		92	7	1		7	1	93		100	1	1	1		100	1	1		100	1		94	2	4		98	1	1	2
FBXO22	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		33	33	33		90	8	1		83	8	10		1	1	1	1		100	1	1		100	1		64	1	34		77	1	1	23
GALK2	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	100		1	1	1	1		1	1	1		100	1		77	1	23		1	1	1	1
GPN1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		20	80	1		83	16	1		1	1	1		1	1	1	1		1	1	1		100	1		88	1	12		72	1	1	28
HINT1	200	1	1	1	1	1	1	1	1	1	1		118	40	12	14	1	16		100	1	1		91	8	1		1	1	100		100	1	1	1		72	6	22		99	1		75	1	25		88	1	1	12
HN1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		33	33	33		1	1	93		1	1	1		1	1	1	1		87	13	1		100	1		75	1	25		92	1	1	8
HSPH1	1	1	1	1	1	1	1	1	1	1	1		134	22	38	4	1	1		62	38	1		79	20	1		50	5	45		100	1	1	1		37	20	43		99	1		78	1	21		86	1	1	14
ISOC1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		56	43	1		88	10	1		92	3	5		1	1	1	1		97	3	1		100	1		87	1	13		94	1	1	6
ITPK1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	12	88		1	1	1	1		1	1	1		98	2		1	1	1		1	1	1	1
PPP1R2	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		79	19	1		1	1	1		1	1	1	1		54	46	1		100	1		93	1	7		75	1	1	25
PSMD9	1	1	1	1	1	1	1	1	1	1	1		142	28	32	1	1	1		92	1	8		66	30	4		93	1	5		100	1	1	1		36	1	63		97	3		93	1	7		94	1	1	6
PYCARD	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		93	2	5		100	1	1	1		98	2	1		99	1		1	1	1		1	1	1	1
RENBP	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		100	1		1	1	1		1	1	1	1
RNPEP	1	1	1	1	1	1	1	1	1	1	1		92	92	18	1	1	1		68	32	1		79	19	1		16	1	83		100	1	1	1		65	9	27		99	1		84	1	16		97	1	1	3
SH3BGRL	200	1	1	1	1	1	1	1	1	1	1		144	44	12	1	1	1		100	1	1		91	7	1		95	2	3		100	1	1	1		81	3	16		96	4		82	1	18		92	1	1	8
SH3BGRL3	1	1	1	4	26	46	52	20	20	16	18		114	34	52	1	1	1		1	1	1		88	8	5		88	4	7		1	1	1	1		68	20	12		94	6		72	1	27		90	1	1	9
TUBB6	1	1	1	1	1	1	1	1	1	1	1		142	24	22	6	4	4		48	52	1		86	9	5		36	1	64		46	15	26	13		3	1	97		99	1		1	1	1		84	1	4	11
USP4	1	1	1	1	1	1	1	1	1	1	1		106	52	42	1	1	1		1	1	1		1	1	1		2	1	98		1	1	1	1		100	1	1		100	1		1	1	1		100	1	1	1
VBP1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		96	1	4		91	6	3		85	5	10		1	1	1	1		27	7	66		96	4		77	1	23		91	1	1	9
CBWD1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		96	4	1		1	1	1		1	1	1		1	1	1	1		1	1	1		84	16		100	1	1		100	1	1	1
CPNE1	1	1	1	1	1	1	1	1	1	1	1		100	16	84	1	1	1		98	2	1		92	6	1		70	1	29		100	1	1	1		56	4	40		98	2		81	2	17		85	1	1	15
EML2	1	1	1	1	1	1	1	1	1	1	1		122	4	74	1	1	1		1	1	1		70	29	1		1	1	100		1	1	1	1		1	1	1		98	2		99	1	1		1	1	1	1
FAM160B1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	100		1	1	1	1		65	1	35		100	1		1	1	100		52	5	1	44
GSS	1	1	1	1	1	1	1	1	1	1	1		160	28	12	1	1	1		57	40	3		11	73	16		95	3	2		100	1	1	1		37	3	61		99	1		83	1	17		76	1	1	24
ISYNA1	1	1	1	1	1	1	1	1	1	1	1		176	6	18	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		100	1	1		99	1		1	1	1		1	1	1	1
MIF	58	56	34	6	8	12	4	8	1	8	6		174	8	12	6	1	1		76	24	1		88	11	1		94	1	5		1	1	1	1		81	19	1		98	2		80	3	17		78	1	1	21
PPP5C	1	1	1	1	1	1	1	1	1	1	1		174	1	26	1	1	1		78	22	1		90	7	3		82	6	12		100	1	1	1		78	1	21		97	3		89	1	11		80	1	1	19
PREP	1	1	1	1	1	1	1	1	1	1	1		132	50	6	1	8	4		82	18	1		90	6	3		42	9	50		100	1	1	1		95	5	1		100	1		92	1	8		100	1	1	1
SERPINB6	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		67	33	1		73	6	21		49	3	48		100	1	1	1		38	7	54		100	1		85	1	15		83	2	1	15
SRI	132	48	1	6	16	1	1	1	1	1	1		138	28	34	1	1	1		60	39	1		84	15	1		1	1	100		100	1	1	1		18	4	79		99	1		64	20	15		80	1	1	19
SSSCA1	6	166	28	1	1	1	1	1	1	1	1		1	1	1	1	1	1		95	5	1		92	6	1		69	14	17		1	1	1	1		100	1	1		93	7		81	1	19		97	1	1	3
STMN1	154	38	1	1	1	1	1	1	8	1	1		1	1	1	1	1	1		100	1	1		90	9	1		72	9	19		100	1	1	1		41	6	53		99	1		80	1	20		88	1	1	11
TRIP13	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		55	45	1		92	6	1		1	1	1		100	1	1	1		100	1	1		77	23		85	1	15		98	1	1	1
AKR1A1	1	1	1	1	1	1	1	1	1	1	1		136	28	32	1	1	4		73	27	1		93	6	1		46	2	52		100	1	1	1		46	9	46		100	1		87	1	13		89	1	1	11
ANXA5	86	78	10	1	6	1	1	6	6	1	4		116	6	4	6	58	12		58	42	1		89	9	1		88	4	8		81	5	7	6		44	9	47		99	1		56	3	41		90	1	1	9
ARHGDIA	164	34	1	4	1	1	1	1	1	1	1		176	8	6	4	4	1		80	20	1		89	10	1		94	3	3		100	1	1	1		46	6	48		98	2		87	1	13		90	1	3	7
FKBP1A	1	1	1	1	1	1	1	1	1	1	1		154	44	1	1	1	1		100	1	1		94	5	1		50	1	50		1	1	1	1		56	17	27		99	1		1	1	1		86	1	1	13
MEA1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
OTUB1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		63	37	1		87	6	7		27	5	68		100	1	1	1		32	7	60		100	1		100	1	1		85	1	1	15
PAICS	90	90	1	1	1	1	1	6	4	1	4		86	46	20	22	18	4		62	37	1		86	12	1		59	18	23		100	1	1	1		79	3	18		100	1		1	100	1		94	1	1	6
PEPD	38	142	22	1	1	1	1	1	1	1	1		1	1	1	1	1	1		88	12	1		91	8	1		92	4	4		100	1	1	1		82	1	18		98	2		87	1	13		96	1	1	4
PPID	100	100	1	1	1	1	1	1	1	1	1		144	26	22	6	4	1		82	18	1		79	15	6		89	6	4		1	1	1	1		50	1	48		96	4		67	1	33		75	1	1	25
TXN	1	1	1	4	32	44	36	24	22	12	26		150	22	8	12	4	4		75	23	1		83	15	1		83	8	9		100	1	1	1		45	18	37		95	5		75	2	23		87	1	1	12
UBE2N	1	1	1	1	1	1	1	1	1	1	1		162	8	24	1	1	1		54	45	1		75	24	1		1	1	1		100	1	1	1		40	14	46		96	4		83	1	17		75	1	1	25
UBE2O	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		90	10	1		91	7	1		1	1	100		100	1	1	1		100	1	1		100	1		83	1	17		95	1	3	2
ACO1	144	56	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		67	31	3		91	3	6		1	1	1		100	1	1	1		69	9	22		100	1		85	1	14		89	1	1	11
ALDOC	200	1	1	1	1	1	1	1	1	1	1		134	22	42	1	1	1		72	27	1		58	39	3		83	5	12		80	20	1	1		52	9	38		98	2		77	1	23		93	1	1	7
FBXO7	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		82	3	15		1	1	1		100	1	1	1		100	1	1		100	1		95	1	5		1	1	1	1
GALE	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		94	6	1		94	4	1		8	1	92		1	1	1	1		41	1	59		100	1		86	1	14		96	1	1	4
GAPDH	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		67	32	1		77	22	1		34	18	48		58	19	13	10		51	13	35		100	1		77	1	23		82	1	2	16
GCA	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		100	1	1		1	1	1		1	1	100		1	1	1	1		1	1	1		99	1		1	1	1		90	1	1	10
LGALS1	174	26	1	1	1	1	1	1	1	1	1		144	38	4	10	4	1		47	52	1		63	36	1		63	19	18		57	1	43	1		39	30	31		94	6		28	58	15		11	1	66	21
PTGES3	1	1	1	1	1	1	1	1	1	1	1		138	44	10	1	6	1		60	40	1		90	9	1		47	7	46		63	21	16	1		32	22	46		88	12		85	1	15		74	1	8	18
TMSB10	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		100	1	1		1	1	1		100	1	1		1	1	1	1		1	1	1		100	1		100	1	1		91	1	1	9
TTLL12	1	1	1	1	1	1	1	1	1	1	1		156	32	14	1	1	1		79	21	1		78	20	1		11	1	89		100	1	1	1		91	1	9		100	1		88	1	12		88	1	1	12
CA2	1	1	1	1	1	1	1	1	1	1	1		126	56	18	1	1	1		1	1	1		1	1	1		33	4	63		1	1	1	1		1	1	1		100	1		1	1	100		98	1	1	2
CSTB	58	102	26	1	1	1	1	1	1	6	8		122	22	50	1	4	4		100	1	1		91	8	1		73	4	24		48	52	1	1		72	8	20		98	2		87	1	12		87	1	1	12
FNTA	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		84	16	1		80	8	12		76	13	11		1	1	1	1		48	1	52		100	1		97	1	3		100	1	1	1
FNTB	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		86	1	13		1	1	1		1	1	1	1		1	1	1		100	1		96	1	4		1	1	1	1
NUDCD2	1	1	1	1	1	1	1	1	1	1	1		136	64	1	1	1	1		1	1	1		78	5	17		1	2	98		1	1	1	1		100	1	1		100	1		86	1	14		92	1	1	8
PAK2	150	1	1	4	1	1	1	16	1	1	30		154	12	32	1	1	1		70	30	1		86	11	3		5	3	91		100	1	1	1		1	1	1		97	3		91	1	9		98	1	1	2
PARK7	152	1	1	1	1	1	1	1	20	1	28		138	14	16	10	12	10		86	13	1		88	10	1		43	17	40		100	1	1	1		51	6	44		99	1		76	1	24		84	1	1	15
PPP6R3	1	1	1	1	1	1	1	1	1	1	1		132	20	46	1	1	1		86	14	1		1	1	1		5	1	95		1	1	1	1		1	1	1		100	1		1	1	1		96	1	1	4
TBCA	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		100	1	1		79	20	1		92	3	5		100	1	1	1		40	6	53		99	1		78	1	20		88	1	1	12
TCEB1	102	1	98	1	1	1	1	1	1	1	1		1	1	1	1	1	1		39	60	1		73	22	5		22	6	72		1	1	1	1		46	13	41		83	17		88	1	12		72	1	1	26
AHSA1	90	1	1	18	28	36	28	1	1	1	1		144	18	30	1	4	4		63	36	1		87	12	1		8	4	88		100	1	1	1		30	2	68		100	1		75	1	24		86	1	1	14
AKR1B1	52	1	1	1	1	1	1	58	1	40	48		1	1	1	1	1	1		75	22	3		94	4	1		1	1	1		100	1	1	1		72	9	18		100	1		78	1	22		91	1	1	9
APRT	1	1	1	1	1	1	1	1	1	1	1		152	38	4	4	1	1		66	33	1		86	12	1		15	3	82		100	1	1	1		28	3	69		99	1		87	1	11		82	1	1	18
ARHGAP1	1	1	1	1	1	1	1	1	1	1	1		116	28	56	1	1	1		56	43	1		49	43	8		2	3	95		100	1	1	1		51	11	37		99	1		74	1	26		67	1	1	33
ARL3	144	1	1	10	18	1	1	10	12	6	1		1	1	1	1	1	1		1	1	1		94	4	1		85	4	11		100	1	1	1		36	2	62		100	1		91	1	9		85	1	1	15
BCAT1	1	1	1	1	1	1	1	1	1	1	1		154	8	38	1	1	1		58	42	1		1	1	1		1	1	1		100	1	1	1		48	4	48		100	1		1	1	1		98	1	1	2
CHORDC1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		88	11	1		79	12	9		71	6	23		1	1	1	1		100	1	1		100	1		82	1	18		90	1	1	10
CRABP1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		84	2	14		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
DAK	168	6	14	1	1	1	1	1	1	10	1		116	78	6	1	1	1		69	31	1		89	5	6		34	6	60		100	1	1	1		1	1	1		98	2		98	1	2		100	1	1	1
GDI1	1	1	1	1	1	1	1	1	1	1	1		120	34	46	1	1	1		67	33	1		94	5	1		21	8	70		100	1	1	1		55	11	34		97	3		87	1	13		90	1	1	10
GLRX	1	1	1	1	1	1	1	1	1	1	1		134	30	38	1	1	1		1	1	1		91	8	1		1	1	100		1	1	1	1		91	9	1		100	1		83	1	17		94	1	1	5
MAPK3	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		39	60	1		84	10	6		7	5	88		1	1	1	1		24	3	72		98	2		1	1	100		97	1	1	3
NT5C	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	100		92	5	3		89	2	9		1	1	1	1		100	1	1		100	1		97	1	3		75	1	22	4
NUBP1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		98	2	1		97	1	1		1	7	93		1	1	1	1		100	1	1		100	1		72	1	28		100	1	1	1
PGM3	1	1	1	1	1	1	1	1	1	1	1		178	10	12	1	1	1		94	1	6		90	8	1		18	1	82		100	1	1	1		46	5	49		100	1		91	1	9		99	1	1	1
POMP	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		88	3	10		1	1	1		1	1	1	1		1	1	1		1	1		63	1	37		80	1	1	20
RRM1	1	1	1	1	1	1	1	1	1	1	1		112	58	32	1	1	1		66	34	1		89	9	1		38	1	62		100	1	1	1		81	6	12		93	7		85	1	15		95	1	1	5
TTC1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		77	22	1		79	11	10		93	4	3		1	1	1	1		100	1	1		100	1		80	1	20		90	1	1	10
UBE2C	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		81	11	8		1	1	1		1	1	1	1		91	9	1		1	1		95	1	5		80	1	1	20
UBE2L3	200	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		99	1	1		91	8	1		30	15	55		100	1	1	1		28	4	68		99	1		75	1	25		85	1	1	15
UBE2M	42	1	1	1	58	1	1	1	1	78	20		110	30	32	26	1	1		55	44	1		78	21	1		9	5	86		77	1	23	1		18	5	77		88	12		68	1	32		84	1	1	16
UCHL1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		90	1	10	1		57	4	38		1	1		1	1	1		1	1	1	1
CCDC6	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		98	1	2		29	5	67		64	8	28		1	1	1	1		66	1	34		100	1		72	1	28		90	1	1	10
DHFR	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		100	1	1		1	1	1		6	1	94		1	1	1	1		96	4	1		1	1		72	1	28		85	1	5	9
MIEN1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		100	1	1		1	1		97	1	3		87	1	1	13
NUDC	200	1	1	1	1	1	1	1	1	1	1		174	6	20	1	1	1		78	20	1		84	14	1		86	9	5		100	1	1	1		29	7	64		98	2		70	1	30		86	1	1	14
PMM1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		42	6	52		1	1		100	1	1		99	1	1	1
PPP2R2A	1	1	1	1	1	1	1	1	1	1	1		130	14	40	1	10	4		73	26	1		91	8	1		52	13	35		100	1	1	1		53	1	47		97	3		73	1	25		91	1	1	9
PSMG4	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		78	21	1		78	1	22		1	1	1	1		100	1	1		100	1		93	1	7		86	1	1	14
RABGAP1	1	1	1	1	1	1	1	1	1	1	1		122	1	78	1	1	1		100	1	1		26	64	10		1	1	100		1	1	1	1		100	1	1		100	1		95	1	5		84	13	1	2
TSTA3	200	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		67	32	1		55	37	8		30	7	63		100	1	1	1		53	1	47		100	1		75	1	25		85	1	1	15
ZPR1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		94	6	1		100	1	1	1		54	1	46		97	3		89	1	11		90	1	1	10
CASP3	1	1	1	1	1	1	1	1	1	1	1		174	8	18	1	1	1		100	1	1		1	1	93		1	1	1		1	1	1	1		31	1	69		100	1		84	1	16		100	1	1	1
GSTP1	118	40	20	1	1	10	1	1	1	1	1		1	1	1	1	1	1		64	36	1		93	6	1		1	82	18		73	27	1	1		36	5	60		98	2		100	1	1		90	1	1	9
LTA4H	1	1	1	1	1	1	1	1	1	1	1		124	10	66	1	1	1		70	29	1		89	5	6		25	1	75		100	1	1	1		58	3	39		98	2		76	1	24		94	1	1	6
PDCD5	200	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		100	1	1		70	28	1		93	2	5		1	1	1	1		74	6	20		97	3		77	1	23		78	1	1	22
TBC1D15	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		79	20	1		67	4	29		1	1	1		100	1	1	1		100	1	1		100	1		91	1	9		85	1	1	15
TBCD	200	1	1	1	1	1	1	1	1	1	1		156	38	6	1	1	1		89	10	1		69	8	23		1	1	99		100	1	1	1		51	1	49		100	1		96	1	4		100	1	1	1
UBA3	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		74	26	1		82	17	1		1	1	100		100	1	1	1		54	11	35		99	1		82	1	18		93	1	1	7
UBR2	1	1	1	1	1	1	1	1	1	1	1		150	36	14	1	1	1		97	3	1		60	29	11		1	1	100		1	1	1	1		1	1	1		100	1		82	1	18		76	1	1	24
UNC119	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		100	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		100	1		1	1	1		1	1	1	1
ARMC6	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		92	6	2		81	7	12		1	1	1		1	1	1	1		1	1	100		100	1		81	1	19		48	33	2	16
CAND2	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		97	1	1		1	1	1		1	1	1	1		100	1	1		1	1		1	1	1		1	1	1	1
PPM1B	1	1	1	1	1	1	1	1	1	1	1		168	32	1	1	1	1		84	16	1		1	1	1		1	1	1		1	1	1	1		100	1	1		100	1		100	1	1		100	1	1	1
RBBP9	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		100	1	1		1	1	1		1	1	100		1	1	1	1		1	1	1		100	1		1	1	1		100	1	1	1
USP47	1	1	1	1	1	1	1	1	1	1	1		92	4	104	1	1	1		97	3	1		88	9	3		1	1	100		1	1	1	1		100	1	1		100	1		90	1	10		100	1	1	1
ACLY	174	22	1	1	1	1	1	1	1	1	1		108	18	70	4	1	1		55	44	1		75	23	1		20	2	78		65	20	14	1		53	12	35		82	18		1	1	1		82	1	1	18
DOHH	1	1	1	1	1	1	1	1	1	1	1		120	44	38	1	1	1		100	1	1		47	8	45		100	1	1		1	1	1	1		93	7	1		100	1		66	1	34		95	1	1	5
IGBP1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		100	1	1		57	36	7		1	1	1		100	1	1	1		21	13	66		100	1		78	1	22		99	1	1	1
PLIN3	28	10	1	4	28	20	42	52	1	1	18		1	1	1	1	1	1		51	46	2		85	13	1		87	5	8		100	1	1	1		41	7	52		100	1		1	1	1		74	1	1	26
STIP1	142	30	10	1	1	1	1	1	1	1	10		140	48	10	1	1	1		86	13	2		81	18	1		86	7	7		100	1	1	1		33	11	56		92	8		66	1	33		79	1	1	20
SUGT1	126	1	46	1	1	1	1	28	1	1	1		160	20	20	1	1	1		88	11	1		77	22	1		1	1	100		100	1	1	1		23	9	68		98	2		75	1	24		82	1	1	18
TPT1	1	1	1	1	1	1	1	1	1	1	1		146	14	38	1	1	1		19	80	1		69	28	3		24	24	52		1	1	1	1		69	31	1		69	31		40	1	60		83	1	1	16
UBA5	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		61	38	1		96	1	3		10	1	90		1	1	1	1		100	1	1		99	1		97	1	3		98	1	1	2
ZWILCH	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		27	9	64		1	1	1		1	1	1	1		100	1	1		1	1		89	1	11		1	1	1	1
ASNA1	1	1	1	1	1	1	1	1	1	1	1		114	60	14	6	1	6		44	55	1		97	1	1		11	4	85		100	1	1	1		22	6	72		99	1		70	2	28		80	1	1	20
MGEA5	1	1	1	1	1	1	1	1	1	1	1		118	72	8	1	1	1		78	20	2		51	4	46		5	1	95		100	1	1	1		81	1	19		100	1		80	1	20		100	1	1	1
MMS19	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		77	23	1		97	1	1		1	1	100		100	1	1	1		89	11	1		100	1		85	1	15		70	15	1	15
NAP1L4	126	74	1	1	1	1	1	1	1	1	1		130	66	1	1	1	1		76	24	1		89	9	1		1	1	1		83	17	1	1		32	19	48		95	5		82	2	17		1	1	1	1
SARS	1	1	1	1	1	8	20	62	54	38	18		160	16	16	8	1	1		68	32	1		89	9	1		61	17	22		100	1	1	1		53	12	35		97	3		92	1	7		81	1	1	19
WBP2	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		100	1	1		1	1	1	1		1	1	1		100	1		67	1	33		77	3	1	20
ANXA6	1	1	1	1	1	1	1	1	1	1	1		104	38	16	28	12	1		99	1	1		56	42	1		97	3	1		87	1	10	3		6	43	51		94	6		69	7	24		1	1	1	1
CDK4	1	1	1	1	1	1	1	1	1	1	1		92	44	64	1	1	1		91	9	1		91	7	1		1	1	1		1	1	1	1		39	1	61		1	1		67	1	33		51	1	8	40
FAM96B	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		100	1	1		90	9	1		29	40	31		1	1	1	1		85	15	1		100	1		80	1	20		86	1	1	13
NME2	1	1	1	1	1	1	1	1	1	1	1		148	24	20	4	1	4		74	26	1		1	1	1		67	28	5		100	1	1	1		1	1	1		100	1		1	100	1		79	1	1	21
PAFAH1B2	1	1	1	1	1	1	1	200	1	1	1		124	66	10	1	1	1		72	28	1		85	13	1		87	4	9		100	1	1	1		45	6	49		99	1		92	1	7		84	1	1	16
PFDN1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		100	1	1		49	10	42		58	15	27		1	1	1	1		34	1	66		97	3		78	1	22		82	1	1	18
PPP1R7	1	1	1	1	1	1	1	1	1	1	1		118	68	14	1	1	1		87	13	1		66	31	3		38	5	57		100	1	1	1		22	2	76		100	1		91	1	9		85	1	1	15
PTGR1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		91	7	1		59	8	33		100	1	1	1		64	11	24		100	1		80	1	20		98	1	1	2
TTC4	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		100	1		74	1	26		100	1	1	1
TUBB3	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		100	1	1		84	11	5		24	4	72		50	13	22	14		1	1	1		100	1		80	1	20		82	1	1	16
ASRGL1	1	1	1	1	1	1	1	1	1	1	1		116	42	42	1	1	1		1	1	1		1	1	1		100	1	1		1	1	1	1		1	1	1		100	1		1	1	1		100	1	1	1
CBR1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		81	17	1		83	1	16		87	1	13	1		40	8	52		99	1		83	1	15		85	1	1	15
DRG2	1	1	1	1	1	1	1	1	1	1	1		118	36	40	1	1	6		42	58	1		79	17	5		26	8	66		100	1	1	1		92	8	1		100	1		81	1	19		92	1	1	8
LZTFL1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		62	37	1		1	1	1		1	1	1	1		70	1	30		100	1		81	1	19		99	1	1	1
SMYD5	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		89	11	1		1	1	1		98	2	1		1	1	1	1		1	1	1		99	1		75	1	25		91	1	1	9
TBC1D13	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		49	51	1		53	23	25		1	1	1		1	1	1	1		58	1	42		100	1		76	1	24		50	1	50	1
UBE2Z	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		80	19	1		1	1	1		1	1	100		100	1	1	1		33	1	67		100	1		1	100	1		99	1	1	1
ANXA7	200	1	1	1	1	1	1	1	1	1	1		168	12	20	1	1	1		58	42	1		80	15	5		72	1	27		100	1	1	1		23	6	71		99	1		61	3	35		93	1	1	7
CBR3	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		79	16	5		52	7	41		100	1	1	1		54	2	44		99	1		99	1	1		95	1	1	5
CRLF3	1	1	1	1	1	1	1	1	1	1	1		144	34	22	1	1	1		96	2	2		1	1	1		1	1	1		1	1	1	1		1	1	1		100	1		1	1	1		1	1	1	1
