"Gene"	"Cyt.Larance"	"Nucleus.Larance"	"Cytoskeleton.Larance"	"Membrane.Larance"
"RRP36"	1	28	65	7
"RRP7A"	1	36	64	1
"RRP8"	1	68	32	1
"RRP9"	1	30	64	7
"RRS1"	1	29	71	1
"RSBN1"	62	1	1	37
"RSBN1L"	1	1	50	50
"RSF1"	1	93	1	7
"RSL1D1"	1	41	59	1
"RSL24D1"	1	36	62	2
"RSU1"	84	1	1	15
"RTCA"	99	1	1	1
"RTCB"	45	11	9	35
"RTF1"	47	1	1	52
"RTFDC1"	65	1	1	35
"RTN2"	1	1	1	100
"RTN3"	1	6	23	70
"RTTN"	1	1	1	100
"RUFY1"	63	1	1	37
"RUNX1"	1	100	1	1
"RUNX2"	1	100	1	1
"RUNX3"	1	100	1	1
"RUVBL1"	59	7	19	15
"RUVBL2"	68	5	9	18
"RWDD1"	96	1	1	4
"RXRB"	1	84	1	16
"RYBP"	1	99	1	1
"S100A10"	29	2	1	68
"S100A11"	84	1	1	15
"S100A13"	80	1	1	20
"S100A16"	82	1	1	18
"S100A2"	99	1	1	1
"S100A4"	98	1	1	2
"S100A6"	90	1	1	10
"SAAL1"	95	1	1	5
"SAC3D1"	50	1	50	1
"SACM1L"	1	1	1	100
"SACS"	99	1	1	1
"SAE1"	77	1	1	23
"SAFB"	1	46	52	3
"SAFB2"	1	59	40	1
"SAMD4A"	68	1	1	32
"SAMHD1"	59	1	1	41
"SAMM50"	1	11	85	4
"SAP130"	1	10	1	90
"SAP18"	1	68	32	1
"SAP30"	1	18	1	82
"SAP30BP"	34	18	12	37
"SAR1A"	60	1	7	33
"SAR1B"	57	1	1	43
"SARNP"	1	39	31	29
"SARS"	81	1	1	19
"SARS2"	1	1	1	100
"SART1"	1	34	40	26
"SART3"	1	1	1	99
"SBDS"	86	1	1	14
"SBF1"	91	1	1	9
"SBNO1"	77	1	1	23
"SCAF1"	1	42	23	35
"SCAF4"	1	41	1	59
"SCAF8"	1	13	1	87
"SCAMP1"	1	1	1	100
"SCAMP2"	1	1	1	100
"SCAMP3"	11	1	1	88
"SCARB1"	1	1	1	99
"SCARB2"	1	3	1	97
"SCCPDH"	1	3	1	97
"SCD"	1	1	1	99
"SCD5"	1	1	1	99
"SCFD1"	4	1	1	95
"SCLY"	66	1	1	34
"SCO1"	1	48	8	44
"SCO2"	1	11	1	89
"SCOC"	100	1	1	1
"SCP2"	1	3	1	97
"SCPEP1"	1	1	1	100
"SCRIB"	1	4	1	95
"SCRN1"	91	1	1	9
"SCRN2"	100	1	1	1
"SCYL1"	100	1	1	1
"SCYL2"	59	1	1	41
"SDAD1"	1	45	1	55
"SDC4"	1	5	5	90
"SDCBP"	44	1	1	55
"SDF2"	1	1	1	100
"SDF2L1"	1	1	3	95
"SDF4"	1	1	1	100
"SDHA"	1	9	18	73
"SDHAF2"	1	11	1	89
"SDHB"	1	48	1	52
"SDPR"	1	12	1	88
"SDSL"	100	1	1	1
"SEC11A"	1	5	17	77
"SEC11C"	1	5	1	95
"SEC13"	58	2	35	5
"SEC14L2"	100	1	1	1
"SEC22B"	1	3	13	84
"SEC23A"	16	1	1	84
"SEC23B"	72	1	1	28
"SEC23IP"	94	1	1	6
"SEC24B"	61	1	1	39
"SEC24C"	73	1	1	27
"SEC24D"	84	1	1	16
"SEC31A"	68	1	1	32
"SEC61A2"	1	1	1	100
"SEC61B"	1	11	4	85
"SEC61G"	1	1	8	92
"SEC62"	1	5	1	95
"SEC63"	1	1	1	99
"SEH1L"	27	24	48	1
"SEL1L"	1	1	1	100
"SELH"	50	16	1	34
"SELM"	1	1	1	100
"SELT"	1	34	1	66
"SEMA7A"	1	1	100	1
"SENP1"	1	52	48	1
"SENP3"	1	71	1	29
"SEPHS1"	43	1	1	56
"SEPT_01"	1	50	1	50
"SEPT_02"	61	1	1	38
"SEPT_05"	41	1	1	59
"SEPT_06"	33	1	1	67
"SEPT_07"	62	2	3	33
"SEPT_08"	56	1	1	44
"SEPT_09"	43	2	1	55
"SEPT_10"	58	1	1	41
"SEPT_11"	61	1	1	38
"SEPT_15"	1	1	1	100
"SERBP1"	68	1	1	30
"SERPINB1"	100	1	1	1
"SERPINB6"	83	2	1	15
"SERPINB8"	98	1	1	1
"SERPINE2"	1	2	1	98
"SERPINH1"	1	2	12	86
"SET"	46	1	2	51
"SETX"	1	67	1	33
"SF1"	20	30	6	44
"SF3A1"	1	33	29	38
"SF3A2"	1	20	37	42
"SF3A3"	7	24	42	27
"SF3B1"	1	29	37	34
"SF3B2"	3	23	40	34
"SF3B3"	7	23	36	34
"SF3B4"	6	30	35	28
"SF3B5"	41	11	1	49
"SF3B6"	28	30	15	27
"SFN"	89	1	1	10
"SFPQ"	4	65	19	12
"SFSWAP"	1	100	1	1
"SFXN1"	1	12	31	57
"SFXN3"	1	17	33	50
"SGPL1"	1	6	9	85
"SGTA"	81	1	1	19
"SGTB"	66	1	1	34
"SH3BGRL"	92	1	1	8
"SH3BGRL3"	90	1	1	9
"SH3BP1"	31	33	1	35
"SH3GL1"	85	1	1	15
"SH3GLB1"	84	1	1	15
"SH3GLB2"	78	1	1	22
"SH3PXD2A"	89	1	1	11
"SH3PXD2B"	96	1	1	4
"SHC1"	97	1	1	3
"SHCBP1"	25	8	1	67
"SHKBP1"	1	75	1	25
"SHMT1"	100	1	1	1
"SHMT2"	1	4	11	85
"SHOC2"	71	4	1	26
"SHPK"	100	1	1	1
"SIGMAR1"	1	1	1	99
"SIL1"	1	1	1	100
"SIN3A"	1	19	1	81
"SIN3B"	1	86	1	14
"SIPA1"	1	21	1	79
"SIPA1L1"	4	61	33	2
"SIRPA"	1	37	1	63
"SKA2"	97	1	1	3
"SKIV2L"	94	1	1	6
"SKIV2L2"	9	26	32	33
"SKP1"	78	3	5	14
"SLAIN2"	63	1	1	37
"SLBP"	100	1	1	1
"SLC12A2"	1	16	38	46
"SLC12A4"	1	3	1	97
"SLC12A7"	1	1	14	85
"SLC16A1"	1	14	65	21
"SLC16A2"	1	1	1	99
"SLC1A4"	1	12	33	55
"SLC1A5"	1	6	49	46
"SLC22A18"	7	1	1	93
"SLC25A1"	1	30	32	38
"SLC25A10"	1	21	32	47
"SLC25A11"	1	24	22	54
"SLC25A12"	1	35	32	33
"SLC25A13"	1	21	42	37
"SLC25A15"	1	53	47	1
"SLC25A19"	1	58	1	42
"SLC25A22"	1	100	1	1
"SLC25A24"	1	7	33	60
"SLC25A3"	1	22	30	48
"SLC25A32"	1	67	1	33
"SLC25A4"	1	1	98	1
"SLC25A5"	1	22	31	47
"SLC25A6"	1	16	29	55
"SLC27A1"	1	1	1	100
"SLC29A1"	1	10	1	90
"SLC2A1"	2	10	52	36
"SLC2A3"	1	1	1	100
"SLC30A1"	1	2	1	98
"SLC30A7"	1	4	1	96
"SLC35B2"	1	9	20	71
"SLC35E1"	1	11	56	33
"SLC35F2"	1	31	1	69
"SLC38A2"	1	1	33	67
"SLC39A10"	1	39	25	36
"SLC3A2"	1	3	59	37
"SLC43A3"	1	43	1	57
"SLC44A1"	79	1	1	21
"SLC4A1AP"	17	5	1	78
"SLC4A7"	1	6	31	64
"SLC5A6"	32	1	15	53
"SLC7A1"	1	1	1	99
"SLC7A11"	9	1	1	91
"SLC7A5"	1	1	48	51
"SLC7A6"	1	5	5	90
"SLC9A3R1"	32	3	1	65
"SLC9A3R2"	1	43	7	50
"SLC9A6"	1	7	27	66
"SLFN5"	23	17	1	60
"SLIRP"	1	4	7	89
"SLK"	100	1	1	1
"SLTM"	1	48	48	3
"SMAD2"	68	24	1	8
"SMAP"	73	1	1	27
"SMAP1"	100	1	1	1
"SMARCA1"	1	80	19	1
"SMARCA2"	1	90	1	10
"SMARCA4"	1	63	23	14
"SMARCA5"	1	62	25	13
"SMARCAD1"	26	11	1	63
"SMARCB1"	1	48	31	21
"SMARCC1"	1	46	1	53
"SMARCC2"	1	44	27	28
"SMARCD1"	1	100	1	1
"SMARCD2"	1	88	3	10
"SMARCD3"	1	1	1	100
"SMARCE1"	1	44	6	50
"SMC1A"	4	38	21	37
"SMC2"	71	1	1	29
"SMC3"	2	44	13	41
"SMC4"	65	1	1	35
"SMC5"	1	95	1	5
"SMC6"	1	92	8	1
"SMCHD1"	1	31	1	68
"SMEK1"	26	1	1	74
"SMEK2"	1	1	1	99
"SMG8"	79	1	1	21
"SMG9"	89	1	1	11
"SMIM20"	1	7	30	63
"SMNDC1"	9	55	12	23
"SMPD4"	1	26	66	8
"SMPDL3B"	6	5	66	23
"SMS"	98	1	1	2
"SMTN"	33	1	1	65
"SMU1"	1	68	31	1
"SMYD5"	91	1	1	9
"SNAP23"	8	7	38	47
"SNAP29"	47	1	1	52
"SNAPIN"	82	1	1	18
"SNCA"	78	1	1	22
"SNF8"	96	1	1	4
"SNIP1"	1	86	14	1
"SNRNP200"	2	34	37	27
"SNRNP27"	1	93	1	7
"SNRNP40"	1	34	56	9
"SNRNP70"	1	43	37	20
"SNRPA"	4	28	36	32
"SNRPA1"	1	28	47	24
"SNRPB"	12	37	17	33
"SNRPB2"	1	44	23	33
"SNRPD1"	19	32	32	16
"SNRPD2"	15	29	30	25
"SNRPD3"	3	54	31	12
"SNRPE"	10	72	5	13
"SNRPF"	15	36	26	24
"SNRPG"	22	56	10	11
"SNTB1"	44	1	1	56
"SNTB2"	1	27	5	67
"SNW1"	10	25	40	25
"SNX1"	74	1	1	26
"SNX12"	83	1	1	16
"SNX15"	82	1	1	18
"SNX18"	61	1	1	39
"SNX2"	55	1	1	45
"SNX21"	50	1	1	50
"SNX27"	32	1	1	68
"SNX3"	61	1	2	37
"SNX4"	61	1	1	39
"SNX5"	85	1	1	15
"SNX6"	56	1	1	44
"SNX8"	73	1	1	26
"SNX9"	32	10	1	58
"SOAT1"	1	4	31	65
"SOD1"	75	1	1	25
"SOD2"	1	2	1	98
"SON"	1	33	61	5
"SORD"	94	1	1	6
"SOWAHC"	100	1	1	1
"SP100"	1	41	57	2
"SPAG1"	59	1	33	8
"SPAG5"	88	1	1	12
"SPAG7"	64	1	1	36
"SPANXB1"	12	2	67	18
"SPARC"	1	1	1	100
"SPAST"	62	1	33	5
"SPATA20"	1	1	1	100
"SPATA5"	51	17	31	1
"SPATA5L1"	37	20	1	43
"SPATS2"	52	1	1	47
"SPATS2L"	48	16	28	8
"SPC24"	89	1	1	11
"SPC25"	89	1	1	11
"SPCS1"	1	8	16	75
"SPCS2"	1	3	6	91
"SPCS3"	1	3	14	83
"SPECC1"	10	8	28	54
"SPECC1L"	23	27	27	23
"SPEN"	1	67	1	33
"SPG20"	64	1	1	36
"SPIN1"	1	65	17	18
"SPIN4"	28	39	33	1
"SPNS1"	1	1	1	99
"SPR"	72	1	1	28
"SPRYD4"	1	1	1	99
"SPTA1"	35	61	1	4
"SPTAN1"	9	19	63	10
"SPTB"	1	1	50	50
"SPTBN1"	8	15	65	13
"SPTBN4"	75	6	1	18
"SPTLC1"	1	1	1	100
"SPTLC2"	1	1	1	100
"SPTY2D1"	1	52	1	48
"SQLE"	1	1	1	100
"SQSTM1"	68	15	1	16
"SRA1"	79	2	1	19
"SRBD1"	1	67	1	33
"SRC"	1	18	1	82
"SRCAP"	1	100	1	1
"SRFBP1"	1	82	2	17
"SRI"	80	1	1	19
"SRM"	94	1	1	6
"SRP14"	49	6	7	38
"SRP19"	20	4	1	76
"SRP54"	19	12	10	60
"SRP68"	22	1	1	77
"SRP72"	28	1	1	70
"SRP9"	54	3	7	35
"SRPK1"	83	4	1	13
"SRPK2"	66	1	1	34
"SRPR"	1	5	1	95
"SRPRB"	1	3	1	97
"SRRT"	15	23	21	40
"SRSF1"	1	21	59	19
"SRSF10"	1	17	74	10
"SRSF11"	1	62	27	10
"SRSF2"	46	6	33	15
"SRSF3"	1	28	53	18
"SRSF4"	1	52	48	1
"SRSF5"	3	9	31	57
"SRSF6"	6	22	44	28
"SRSF7"	17	28	38	17
"SRSF8"	1	100	1	1
"SRSF9"	1	24	72	4
"SRXN1"	77	1	1	22
"SSB"	48	2	6	44
"SSBP1"	1	13	24	63
"SSFA2"	45	3	7	46
"SSH3"	100	1	1	1
"SSNA1"	100	1	1	1
"SSR1"	1	4	32	64
"SSR3"	1	5	26	69
"SSR4"	1	5	28	67
"SSRP1"	9	22	20	49
"SSSCA1"	97	1	1	3
"SSU72"	1	14	1	86
"ST13"	72	1	1	27
"STAG1"	1	57	3	40
"STAG2"	1	83	1	17
"STAM"	96	1	1	4
"STAM2"	98	1	1	2
"STAMBP"	78	1	1	22
"STARD10"	87	1	1	13
"STARD13"	100	1	1	1
"STARD3NL"	1	2	1	98
"STARD9"	44	50	1	6
"STAT1"	93	1	1	7
"STAT3"	92	1	1	8
"STAT6"	98	1	1	2
"STAU1"	68	4	3	26
"STAU2"	84	1	2	13
"STBD1"	1	1	1	100
"STEAP3"	1	34	1	66
"STIM1"	34	1	1	66
"STIP1"	79	1	1	20
"STK10"	100	1	1	1
"STK11IP"	1	1	1	100
"STK24"	77	1	1	23
"STK25"	1	1	1	100
"STK3"	50	1	1	50
"STK38"	100	1	1	1
"STK4"	100	1	1	1
"STMN1"	88	1	1	11
"STOM"	1	4	44	53
"STOML2"	1	10	48	41
"STRA13"	66	34	1	1
"STRAP"	64	2	3	31
"STRBP"	1	100	1	1
"STRIP1"	46	1	1	54
"STRN"	64	1	1	36
"STRN3"	69	1	1	31
"STRN4"	74	1	1	26
"STT3A"	1	1	22	77
"STT3B"	1	5	27	68
"STUB1"	84	1	4	11
"STX12"	1	2	1	98
"STX18"	1	1	1	100
"STX3"	1	28	14	58
"STX4"	1	7	26	68
"STX5"	6	6	45	43
"STX6"	1	1	50	50
"STX7"	1	2	1	97
"STX8"	1	7	1	93
"STXBP1"	2	39	1	60
"STXBP2"	1	1	10	89
"STXBP3"	1	1	22	76
"STXBP6"	82	1	1	18
"SUB1"	61	3	6	31
"SUCLA2"	1	1	1	100
"SUCLG1"	1	1	1	100
"SUCLG2"	1	1	1	99
"SUGT1"	82	1	1	18
"SULT1A1"	90	1	1	10
"SUMF2"	1	1	1	99
"SUMO1"	12	20	26	42
"SUMO2"	81	4	1	15
"SUMO4"	96	1	1	4
"SUN1"	1	31	65	3
"SUN2"	1	1	57	42
"SUPT16H"	10	20	20	50
"SUPT4H1"	32	33	1	34
"SUPT5H"	37	29	5	29
"SUPT6H"	6	68	12	15
"SUPV3L1"	1	6	1	94
"SURF1"	1	30	23	47
"SURF2"	21	1	1	79
"SURF4"	1	1	22	77
"SURF6"	1	33	65	1
"SUZ12"	1	80	1	20
"SV2A"	1	1	1	100
"SVIL"	1	73	27	1
"SVIP"	1	5	10	85
"SWAP70"	100	1	1	1
"SYAP1"	71	1	1	29
"SYF2"	1	60	1	40
"SYMPK"	1	61	18	21
"SYNCRIP"	37	18	23	22
"SYNE1"	51	7	43	1
"SYNE2"	24	29	28	19
"SYNGR1"	42	1	1	58
"SYNGR2"	10	1	1	89
"SYNJ2BP"	1	9	24	67
"SYNPO"	1	30	64	5
"SYPL1"	31	3	1	67
"SYVN1"	1	1	1	100
"SZRD1"	59	1	1	41
"TAB1"	100	1	1	1
"TACC1"	1	1	1	100
"TACC3"	94	1	1	6
"TACO1"	1	1	1	99
"TAF1"	1	44	23	33
"TAF10"	30	9	1	61
"TAF12"	1	100	1	1
"TAF15"	1	61	30	8
"TAF1A"	76	24	1	1
"TAF2"	5	94	1	2
"TAF4"	1	100	1	1
"TAF5"	1	100	1	1
"TAF6"	1	59	38	2
"TAF6L"	1	1	1	100
"TAF7"	37	63	1	1
"TAF8"	15	19	1	67
"TAF9B"	1	100	1	1
"TAGLN"	84	1	1	15
"TAGLN2"	78	1	4	17
"TALDO1"	83	1	1	17
"TAOK1"	15	25	1	60
"TAP1"	1	3	1	97
"TAP2"	1	4	1	96
"TARDBP"	1	24	41	35
"TARS"	88	1	2	10
"TARS2"	1	1	1	100
"TARSL2"	50	1	50	1
"TATDN1"	76	1	1	24
"TAX1BP3"	66	1	1	33
"TBC1D1"	99	1	1	1
"TBC1D13"	50	1	50	1
"TBC1D15"	85	1	1	15
"TBC1D22B"	100	1	1	1
"TBC1D23"	33	1	1	66
"TBC1D24"	62	1	1	38
"TBC1D4"	99	1	1	1
"TBC1D5"	100	1	1	1
"TBC1D9B"	100	1	1	1
"TBCA"	88	1	1	12
"TBCB"	94	1	1	6
"TBCC"	100	1	1	1
"TBCD"	100	1	1	1
"TBCE"	73	1	26	1
"TBK1"	100	1	1	1
"TBL1XR1"	5	18	1	77
"TBL2"	1	5	23	72
"TBL3"	1	22	78	1
"TBP"	8	92	1	1
"TBPL1"	54	1	1	46
"TBRG4"	1	6	1	94
"TCEA1"	72	2	1	26
"TCEB1"	72	1	1	26
"TCEB2"	68	1	1	31
"TCEB3"	1	21	1	79
"TCERG1"	6	30	12	52
"TCF20"	1	46	1	54
"TCF25"	30	1	33	37
"TCIRG1"	1	3	88	9
"TCP1"	73	1	1	26
"TCP11L1"	99	1	1	1
"TEAD2"	1	1	1	100
"TECR"	1	2	32	67
"TELO2"	86	1	5	9
"TENC1"	1	1	50	50
"TENM2"	1	1	1	100
"TEP1"	90	1	1	10
"TERF2"	1	71	16	13
"TERF2IP"	1	83	1	17
"TEX10"	1	42	58	1
"TFAM"	1	43	20	37
"TFB1M"	1	24	1	76
"TFB2M"	1	4	1	95
"TFCP2"	39	61	1	1
"TFE3"	96	1	1	3
"TFG"	93	1	1	7
"TFIP11"	2	56	26	16
"TFRC"	2	2	14	82
"TGFB1I1"	15	3	1	82
"TGFB2"	1	34	1	66
"TGIF2LX"	1	70	1	30
"TGM2"	99	1	1	1
"THADA"	100	1	1	1
"THAP11"	23	12	1	65
"THBS1"	1	1	14	85
"THEM6"	1	1	1	99
"THNSL1"	1	1	1	100
"THOC1"	1	67	33	1
"THOC2"	1	68	31	1
"THOC3"	42	58	1	1
"THOC5"	1	90	10	1
"THOC6"	1	100	1	1
"THOC7"	1	100	1	1
"THOP1"	81	1	1	19
"THRAP3"	1	23	51	26
"THUMPD1"	79	1	1	21
"THUMPD3"	98	1	1	2
"THY1"	1	14	61	24
"THYN1"	51	14	1	35
"TIAL1"	4	36	22	38
"TIGAR"	87	1	1	13
"TIMM10"	13	1	1	86
"TIMM13"	1	3	1	97
"TIMM17B"	1	67	1	33
"TIMM21"	1	40	17	43
"TIMM23"	1	12	30	58
"TIMM44"	1	1	1	99
"TIMM50"	8	15	46	31
"TIMMDC1"	1	38	28	33
"TIMP1"	1	1	1	100
"TINF2"	1	100	1	1
"TIPARP"	99	1	1	1
"TIPRL"	86	1	1	14
"TJAP1"	100	1	1	1
"TJP1"	10	21	54	14
"TJP2"	44	13	11	32
"TK1"	98	1	1	2
"TKT"	76	1	1	23
"TLCD1"	1	1	1	99
"TLDC1"	14	17	1	69
"TLE3"	50	1	1	50
"TLK2"	1	50	1	50
"TLN1"	83	1	1	17
"TLN2"	74	1	1	25
"TM9SF2"	1	1	1	100
"TM9SF3"	1	7	29	64
"TM9SF4"	1	5	38	57
"TMA16"	1	17	1	83
"TMA7"	81	1	1	19
"TMBIM1"	1	4	90	6
"TMBIM6"	18	1	1	82
"TMCO1"	1	7	7	86
"TMED1"	1	4	1	96
"TMED10"	1	3	25	71
"TMED2"	1	4	20	76
"TMED4"	1	8	1	92
"TMED5"	1	1	26	74
"TMED7"	1	4	29	68
"TMED9"	1	6	7	87
"TMEM106B"	1	1	1	99
"TMEM109"	1	1	1	99
"TMEM11"	1	6	33	61
"TMEM126A"	1	34	29	37
"TMEM14C"	1	2	20	78
"TMEM160"	1	42	39	19
"TMEM165"	1	3	10	87
"TMEM167A"	22	18	1	60
"TMEM179B"	1	1	1	99
"TMEM199"	1	1	1	100
"TMEM2"	1	8	6	86
"TMEM201"	1	5	95	1
"TMEM205"	1	1	25	73
"TMEM209"	1	4	96	1
"TMEM214"	1	27	1	73
"TMEM223"	1	8	50	42
"TMEM230"	1	10	1	90
"TMEM237"	1	44	17	39
"TMEM245"	1	4	1	96
"TMEM256"	1	4	33	63
"TMEM30A"	1	1	10	89
"TMEM33"	1	3	9	88
"TMEM38B"	1	1	1	100
"TMEM41A"	1	1	1	99
"TMEM41B"	1	1	1	100
"TMEM43"	1	4	43	54
"TMEM63B"	1	1	98	1
"TMEM65"	1	1	1	99
"TMEM70"	1	15	1	85
"TMEM97"	1	4	26	71
"TMF1"	3	1	1	97
"TMOD3"	59	3	36	2
"TMPO"	1	15	27	58
"TMPPE"	1	1	1	100
"TMSB10"	91	1	1	9
"TMSB15A"	100	1	1	1
"TMTC3"	1	15	1	85
"TMUB1"	1	1	1	99
"TMX1"	1	1	6	93
"TMX2"	1	2	1	98
"TMX3"	1	1	1	99
"TMX4"	1	1	1	100
"TNFAIP8"	51	1	1	49
"TNIK"	32	2	1	67
"TNIP1"	89	11	1	1
"TNKS1BP1"	61	1	27	11
"TNNC1"	100	1	1	1
"TNPO1"	63	2	20	16
"TNPO3"	95	1	1	5
"TNRC18"	1	71	1	29
"TNRC6B"	28	1	1	72
"TNS1"	61	7	24	9
"TNS3"	98	2	1	1
"TOE1"	1	17	1	83
"TOLLIP"	51	12	1	37
"TOM1"	91	2	1	7
"TOMM20"	1	67	1	33
"TOMM22"	1	4	66	30
"TOMM34"	93	1	1	7
"TOMM40"	1	18	66	17
"TOMM70A"	1	11	22	67
"TONSL"	1	81	1	19
"TOP1"	1	39	38	23
"TOP1MT"	50	50	1	1
"TOP2A"	1	65	33	2
"TOP2B"	1	78	22	1
"TOR1A"	1	1	1	99
"TOR1AIP2"	1	1	1	100
"TOR1B"	1	1	1	100
"TP53BP1"	1	83	15	2
"TP53I11"	1	12	31	57
"TP53I3"	83	1	1	17
"TP53RK"	74	1	1	26
"TPBG"	1	5	20	75
"TPD52L1"	66	1	1	34
"TPI1"	85	1	1	14
"TPM4"	65	4	3	28
"TPP1"	1	8	1	92
"TPP2"	56	1	1	44
"TPR"	1	22	53	26
"TPRKB"	84	1	1	16
"TPRN"	1	50	1	50
"TPST2"	1	18	1	82
"TPT1"	83	1	1	16
"TPX2"	1	15	5	80
"TRA2A"	1	47	50	3
"TRA2B"	1	33	55	12
"TRABD"	1	1	1	100
"TRADD"	100	1	1	1
"TRAM1"	1	2	28	70
"TRAP1"	1	1	1	99
"TRAPPC1"	64	1	21	16
"TRAPPC11"	68	1	32	1
"TRAPPC3"	93	1	1	7
"TRAPPC4"	99	1	1	1
"TRAPPC5"	97	1	1	3
"TRAPPC6B"	43	1	1	57
"TREX1"	1	17	1	83
"TRIM21"	88	1	1	12
"TRIM25"	83	1	1	17
"TRIM26"	67	23	1	10
"TRIM28"	17	2	2	79
"TRIM33"	1	1	1	99
"TRIM4"	45	1	41	13
"TRIM47"	54	46	1	1
"TRIM56"	1	1	1	100
"TRIO"	84	1	12	4
"TRIOBP"	7	1	1	93
"TRIP10"	85	1	1	15
"TRIP11"	3	1	3	93
"TRIP13"	98	1	1	1
"TRIP6"	93	1	1	7
"TRMT1"	47	1	1	52
"TRMT10C"	1	1	1	99
"TRMT112"	72	2	7	19
"TRMT1L"	1	30	1	70
"TRMT5"	60	1	1	40
"TRMT6"	37	1	1	63
"TRMT61A"	33	1	1	67
"TRNT1"	63	1	17	20
"TRO"	33	33	1	33
"TRPM4"	1	50	50	1
"TRUB1"	1	2	1	98
"TRUB2"	1	33	17	49
"TSC2"	100	1	1	1
"TSEN15"	100	1	1	1
"TSEN34"	60	1	1	39
"TSFM"	1	1	1	99
"TSG101"	94	1	1	5
"TSN"	72	1	1	27
"TSNAX"	86	1	1	14
"TSPO"	1	8	1	92
"TSPYL5"	73	1	1	26
"TSR1"	1	2	1	98
"TSSC1"	50	50	1	1
"TSSC4"	27	1	1	73
"TST"	1	1	1	99
"TSTA3"	85	1	1	15
"TSTD1"	73	1	1	27
"TTC1"	90	1	1	10
"TTC27"	100	1	1	1
"TTC37"	87	1	2	11
"TTC4"	100	1	1	1
"TTC9C"	86	1	1	14
"TTF1"	1	51	47	2
"TTF2"	96	3	1	2
"TTI1"	76	4	1	20
"TTI2"	100	1	1	1
"TTL"	100	1	1	1
"TTLL12"	88	1	1	12
"TTLL4"	77	23	1	1
"TTYH3"	1	1	1	100
"TUBA1A"	56	1	44	1
"TUBA1B"	79	1	7	14
"TUBA1C"	71	1	27	2
"TUBA3C"	67	1	28	5
"TUBA4A"	74	1	14	12
"TUBB"	82	1	9	9
"TUBB1"	35	17	1	48
"TUBB2A"	79	1	1	21
"TUBB2B"	87	1	3	11
"TUBB3"	82	1	1	16
"TUBB4A"	94	1	1	5
"TUBB4B"	90	1	2	8
"TUBB6"	84	1	4	11
"TUBG1"	73	1	1	26
"TUBGCP2"	100	1	1	1
"TUBGCP3"	59	1	1	41
"TUBGCP6"	98	2	1	1
"TUFM"	1	2	23	75
"TUSC2"	83	1	1	17
"TUSC3"	1	3	9	87
"TUT1"	80	1	1	20
"TWF1"	91	2	1	7
"TWF2"	92	2	2	3
"TWISTNB"	1	99	1	1
"TXLNA"	76	10	1	14
"TXLNG"	79	1	1	21
"TXN"	87	1	1	12
"TXN2"	1	1	1	99
"TXNDC12"	2	1	1	97
"TXNDC17"	94	1	1	6
"TXNDC5"	1	6	3	90
"TXNDC9"	94	1	1	5
"TXNL1"	74	1	1	26
"TXNL4A"	21	57	1	22
"TXNL4B"	87	1	1	13
"TXNRD1"	87	1	1	13
"TXNRD2"	46	1	1	54
"TYMS"	89	1	1	11
"U2AF1"	1	35	28	37
"U2AF2"	1	30	31	39
"U2SURP"	1	43	33	23
"UACA"	33	1	1	67
"UAP1"	94	1	1	6
"UAP1L1"	100	1	1	1
"UBA1"	82	1	2	16
"UBA2"	80	1	1	20
"UBA3"	93	1	1	7
"UBA5"	98	1	1	2
"UBA6"	98	1	1	2
"UBAP2"	55	1	1	45
"UBAP2L"	59	2	1	40
"UBC"	50	1	1	50
"UBE2A"	85	1	1	15
"UBE2C"	80	1	1	20
"UBE2D3"	81	6	1	13
"UBE2E2"	51	1	1	48
"UBE2G1"	97	1	1	3
"UBE2G2"	1	1	1	99
"UBE2H"	80	1	1	20
"UBE2I"	85	1	3	11
"UBE2J1"	1	1	1	100
"UBE2K"	82	1	1	17
"UBE2L3"	85	1	1	15
"UBE2L6"	100	1	1	1
"UBE2M"	84	1	1	16
"UBE2N"	75	1	1	25
"UBE2O"	95	1	3	2
"UBE2R2"	82	1	1	18
"UBE2S"	54	1	1	45
"UBE2T"	90	1	1	10
"UBE2V1"	83	1	1	17
"UBE2V2"	86	1	1	14
"UBE2Z"	99	1	1	1
"UBE3A"	94	1	1	6
"UBE4A"	1	1	32	68
"UBE4B"	78	1	1	22
"UBFD1"	100	1	1	1
"UBL4A"	62	1	1	38
"UBL5"	27	41	24	8
"UBL7"	59	1	1	41
"UBLCP1"	87	1	1	13
"UBP1"	1	50	1	50
"UBQLN1"	86	1	1	14
"UBQLN2"	85	1	1	15
"UBQLN4"	46	4	1	51
"UBR1"	85	1	14	1
"UBR2"	76	1	1	24
"UBR3"	67	4	1	29
"UBR4"	91	1	1	9
"UBR5"	13	1	1	87
"UBTD1"	1	100	1	1
"UBTF"	1	76	17	7
"UBXN1"	85	1	1	15
"UBXN6"	33	1	1	67
"UBXN7"	1	1	1	100
"UCHL3"	98	1	1	2
"UCK2"	95	1	1	5
"UFC1"	84	1	1	16
"UFL1"	1	13	1	87
"UFM1"	84	2	1	15
"UFSP2"	1	1	1	100
"UGDH"	73	1	1	27
"UGGT1"	1	1	1	99
"UGT8"	1	1	1	100
"UHRF1"	7	56	30	7
"UHRF1BP1"	100	1	1	1
"UMPS"	91	1	1	9
"UNC119B"	100	1	1	1
"UNC13D"	84	1	10	6
"UNC45A"	97	1	1	3
"UNG"	42	1	40	18
"UPF1"	44	3	1	53
