Gene	Rodriguez-Pineiro_1	Rodriguez-Pineiro_2	Rodriguez-Pineiro_3	Rodriguez-Pineiro_4	Rodriguez-Pineiro_5	Rodriguez-Pineiro_6	Rodriguez-Pineiro_7	Rodriguez-Pineiro_8	Rodriguez-Pineiro_9	Rodriguez-Pineiro_10	Rodriguez-Pineiro_11
SLC35B2	76	110	12	1	1	1	1	1	1	1	1
SLC35F6	200	1	1	1	1	1	1	1	1	1	1
SLC38A1	80	1	120	1	1	1	1	1	1	1	1
SLC39A1	200	1	1	1	1	1	1	1	1	1	1
SLC39A7	1	1	1	12	20	62	30	38	34	1	4
SLC3A2	42	72	38	8	14	10	8	4	4	1	1
SLC44A1	200	1	1	1	1	1	1	1	1	1	1
SLC44A4	1	1	1	1	1	1	1	1	1	1	1
SLC4A2	1	170	1	26	1	1	1	1	4	1	1
SLC7A1	42	1	142	16	1	1	1	1	1	1	1
SLC7A5	36	74	48	6	12	8	8	1	1	1	1
SLC9A3R1	38	78	46	10	8	8	4	1	4	1	1
SLIRP	1	1	1	1	1	1	14	48	1	106	32
SLK	1	1	1	1	110	1	1	1	1	90	1
SLMAP	1	1	1	1	40	48	32	20	48	1	12
SLTM	1	56	140	4	1	1	1	1	1	1	1
SMARCA1	1	1	200	1	1	1	1	1	1	1	1
SMARCA2	1	1	200	1	1	1	1	1	1	1	1
SMARCA4	1	16	184	1	1	1	1	1	1	1	1
SMARCA5	1	22	86	1	1	1	16	6	8	12	48
SMARCB1	1	76	124	1	1	1	1	1	1	1	1
SMARCC1	1	12	138	1	50	1	1	1	1	1	1
SMARCC2	1	62	134	1	1	1	1	1	1	1	1
SMARCD2	1	80	116	4	1	1	1	1	1	1	1
SMARCE1	14	74	110	1	1	1	1	1	1	1	1
SMC1A	1	100	1	1	1	1	1	1	1	1	100
SMC2	1	182	16	1	1	1	1	1	1	1	1
SMC3	1	110	1	1	1	1	14	6	1	8	64
SMC4	38	98	62	1	1	1	1	1	1	1	1
SMIM12	1	1	1	1	1	1	1	200	1	1	1
SMIM7	88	90	22	1	1	1	1	1	1	1	1
SMPD2	1	1	1	1	1	1	66	1	106	30	1
SMPD4	1	1	22	1	20	44	14	14	12	1	74
SMPDL3B	200	1	1	1	1	1	1	1	1	1	1
SMU1	1	1	1	1	146	34	18	1	1	1	1
SNAP23	130	46	10	6	6	1	1	1	1	1	1
SND1	22	44	1	1	6	14	30	14	28	16	24
SNRNP200	1	36	60	4	28	38	24	6	4	1	1
SNRNP40	1	54	84	1	28	24	10	1	1	1	1
SNRNP70	112	56	32	1	1	1	1	1	1	1	1
SNRPA	52	116	28	1	1	1	1	1	1	1	1
SNRPA1	60	18	12	4	38	38	20	4	4	1	4
SNRPB	50	64	32	1	10	20	10	1	4	1	6
SNRPB2	54	28	14	4	34	26	18	10	1	1	8
SNRPC	74	106	20	1	1	1	1	1	1	1	1
SNRPD1	128	32	26	1	12	1	1	1	1	1	1
SNRPD2	62	32	26	8	28	22	12	4	1	4	1
SNRPD3	52	42	34	8	18	24	10	6	1	1	4
SNRPE	74	28	36	1	24	20	6	1	1	1	6
SNRPF	68	132	1	1	1	1	1	1	1	1	1
SNRPG	64	44	22	8	24	24	12	1	1	1	1
SNTB1	64	124	12	1	1	1	1	1	1	1	1
SNTB2	1	1	1	1	1	1	1	1	1	1	1
SNW1	1	1	10	1	64	76	34	10	1	1	1
SNX31	1	1	1	1	1	146	54	1	1	1	1
SOD1	92	96	6	1	1	1	1	1	1	1	1
SOD2	1	1	1	1	1	1	8	44	66	52	26
SON	1	10	36	8	36	18	38	6	6	18	22
SORL1	1	1	200	1	1	1	1	1	1	1	1
SORT1	1	114	66	1	1	8	1	1	4	1	1
SPATA5L1	1	200	1	1	1	1	1	1	1	1	1
SPATS2	1	72	128	1	1	1	1	1	1	1	1
SPATS2L	1	64	130	4	1	1	1	1	1	1	1
SPCS2	1	1	10	8	24	36	16	36	1	48	20
SPCS3	1	1	14	8	22	36	24	26	1	46	22
SPINT2	1	12	10	6	32	46	28	18	18	8	22
SPR	4	8	186	1	1	1	1	1	1	1	1
SPRYD4	1	1	1	1	1	1	1	70	1	122	8
SPRYD7	44	92	64	1	1	1	1	1	1	1	1
SPTAN1	1	48	24	12	42	30	16	8	10	4	6
SPTBN1	1	64	38	10	28	22	14	8	8	1	4
SPTLC1	1	4	14	6	42	58	22	28	14	1	12
SPTLC2	1	1	14	6	48	50	26	18	18	8	12
SPTY2D1	1	100	98	1	1	1	1	1	1	1	1
SQLE	1	1	1	12	40	68	30	18	24	1	8
SQRDL	1	1	1	1	6	18	32	58	58	16	10
SQSTM1	60	110	30	1	1	1	1	1	1	1	1
SRC	58	86	44	1	8	1	1	1	1	1	1
SREK1	1	152	48	1	1	1	1	1	1	1	1
SRI	132	48	1	6	16	1	1	1	1	1	1
SRP14	1	94	92	4	1	1	1	1	1	1	1
SRP68	200	1	1	1	1	1	1	1	1	1	1
SRP9	1	80	110	1	1	1	1	1	1	1	1
SRPK1	1	58	136	1	1	4	1	1	1	1	1
SRPK2	1	76	124	1	1	1	1	1	1	1	1
SRPR	1	6	8	6	18	38	36	28	32	8	16
SRPRB	1	4	10	4	24	40	30	20	30	18	20
SRRM1	14	100	82	1	1	1	1	1	1	1	1
SRRM2	58	80	58	1	1	1	1	1	1	1	1
SRRT	200	1	1	1	1	1	1	1	1	1	1
SRSF1	14	112	74	1	1	1	1	1	1	1	1
SRSF10	1	96	104	1	1	1	1	1	1	1	1
SRSF11	1	110	90	1	1	1	1	1	1	1	1
SRSF2	42	112	36	1	1	1	1	4	1	1	1
SRSF3	18	106	70	1	1	1	1	1	1	1	1
SRSF4	54	102	44	1	1	1	1	1	1	1	1
SRSF5	1	108	90	1	1	1	1	1	1	1	1
SRSF6	30	98	70	1	1	1	1	1	1	1	1
SRSF7	6	92	100	1	1	1	1	1	1	1	1
SRSF9	28	102	70	1	1	1	1	1	1	1	1
SSB	20	118	58	4	1	1	1	1	1	1	1
SSBP1	1	1	1	1	1	1	10	50	1	104	36
SSFA2	1	1	1	1	90	1	66	1	1	44	1
SSR1	1	1	12	6	26	24	12	24	48	20	24
SSR3	1	1	1	1	18	34	34	24	1	80	6
SSR4	1	1	1	1	16	102	28	18	1	26	8
SSRP1	1	1	1	1	8	18	30	1	22	20	104
SSSCA1	6	166	28	1	1	1	1	1	1	1	1
ST13	112	76	1	1	1	8	1	1	1	1	1
ST14	104	18	1	14	40	22	1	1	1	1	1
STAU1	1	64	124	4	4	1	1	1	1	1	1
STAU2	1	1	150	1	24	26	1	1	1	1	1
STBD1	1	1	1	8	50	60	44	12	16	6	6
STIM1	1	1	1	1	38	48	54	14	30	6	14
STIM2	1	1	1	1	1	128	1	1	72	1	1
STIP1	142	30	10	1	1	1	1	1	1	1	10
STMN1	154	38	1	1	1	1	1	1	8	1	1
STOML2	1	1	1	1	16	14	30	38	52	32	18
STRAP	1	200	1	1	1	1	1	1	1	1	1
STRBP	1	24	26	1	34	36	12	8	1	20	38
STRN4	26	1	1	1	14	94	14	16	32	1	6
STT3A	1	1	4	4	20	40	38	22	38	10	24
STT3B	1	1	1	18	28	54	36	12	26	10	16
STUB1	150	44	1	1	1	1	1	1	1	1	1
STX10	1	98	102	1	1	1	1	1	1	1	1
STX12	16	96	68	4	8	1	1	1	1	1	1
STX16	10	70	120	1	1	1	1	1	1	1	1
STX18	1	1	1	4	60	58	26	14	24	12	4
STX3	72	64	28	6	14	16	1	1	1	1	1
STX4	74	48	46	4	12	12	4	1	1	1	1
STX5	40	94	18	1	12	14	4	6	10	1	1
STX7	32	86	68	6	6	1	1	1	1	1	1
STXBP2	54	74	62	1	4	1	1	1	1	1	1
STXBP3	52	42	78	6	10	4	4	1	1	1	1
SUB1	1	200	1	1	1	1	1	1	1	1	1
SUCLA2	1	1	1	1	1	1	18	50	66	52	12
SUCLG1	4	4	4	1	1	14	14	38	62	24	32
SUCLG2	1	1	1	1	1	8	22	40	68	46	14
SUGP2	1	1	1	1	1	1	1	1	1	1	1
SUGT1	126	1	46	1	1	1	1	28	1	1	1
SUMO3	200	1	1	1	1	1	1	1	1	1	1
SUPT16H	1	1	1	1	1	8	34	16	28	10	100
SURF4	1	1	14	4	28	38	34	16	34	20	12
SVIP	132	68	1	1	1	1	1	1	1	1	1
SYCP1	1	112	1	1	54	1	1	24	8	1	1
SYMPK	4	78	94	10	6	4	1	1	1	1	1
SYNCRIP	6	34	86	10	28	20	8	1	1	1	1
SYNE2	176	1	1	1	14	1	1	1	1	4	1
SYNGR2	60	70	58	8	1	1	1	1	1	1	1
SYNJ2BP	1	1	1	1	1	1	1	200	1	1	1
SYPL1	22	106	72	1	1	1	1	1	1	1	1
SYVN1	1	1	10	10	22	30	48	32	18	20	12
TAF15	200	1	1	1	1	1	1	1	1	1	1
TAGLN2	56	58	28	4	8	6	6	10	6	8	8
TALDO1	126	54	1	1	4	1	1	8	4	1	6
TAOK3	50	88	54	1	1	1	1	1	1	1	1
TAP2	1	1	1	12	8	6	70	32	12	46	14
TAPBP	1	1	1	1	10	66	44	24	38	16	1
TARS	200	1	1	1	1	1	1	1	1	1	1
TARS2	1	1	1	1	1	1	1	1	148	48	6
TAX1BP3	182	1	18	1	1	1	1	1	1	1	1
TBC1D10A	1	1	184	16	1	1	1	1	1	1	1
TBC1D10B	62	86	44	1	1	1	1	1	1	1	1
TBC1D24	18	1	182	1	1	1	1	1	1	1	1
TBCD	200	1	1	1	1	1	1	1	1	1	1
TBL2	1	1	1	1	12	42	38	30	36	22	20
TBL3	1	68	132	1	1	1	1	1	1	1	1
TBRG4	1	1	1	1	1	1	1	18	154	1	26
TCEB1	102	1	98	1	1	1	1	1	1	1	1
TCEB2	88	36	78	1	1	1	1	1	1	1	1
TCEB3	66	1	134	1	1	1	1	1	1	1	1
TCIRG1	136	64	1	1	1	1	1	1	1	1	1
TCP1	124	66	10	1	1	1	1	1	1	1	1
TECR	1	1	1	4	14	30	22	20	32	44	34
TEP1	1	1	140	44	14	1	1	1	1	1	1
TEX10	1	1	154	46	1	1	1	1	1	1	1
TEX264	1	1	14	8	40	44	32	16	22	12	12
TFAM	1	1	1	1	1	1	1	22	86	52	40
TFB1M	1	1	1	1	1	1	1	1	1	200	1
TFB2M	1	1	1	1	1	1	1	44	128	1	28
TFIP11	1	1	1	1	60	124	16	1	1	1	1
TFRC	28	74	54	8	12	10	6	1	4	1	1
THOC1	1	8	190	1	1	1	1	1	1	1	1
THOC2	1	22	176	1	1	1	1	1	1	1	1
THOC3	1	154	1	34	1	1	1	1	1	1	10
THOC5	1	1	182	18	1	1	1	1	1	1	1
THOC6	1	14	182	1	1	1	1	1	1	1	1
THOC7	1	1	1	1	1	1	1	1	1	1	1
THRAP3	1	56	108	4	12	12	6	1	1	1	1
THYN1	1	124	74	1	1	1	1	1	1	1	1
TICAM2	1	1	1	1	1	1	1	1	1	1	1
TIMM13	1	1	1	1	16	1	40	54	1	48	44
TIMM44	1	1	1	1	1	1	24	54	48	54	18
TIMM50	1	1	1	1	10	10	26	36	66	22	32
TIMM8B	1	1	1	1	1	1	26	44	1	130	1
TIMM9	1	1	1	1	1	1	1	94	1	106	1
TJP1	1	70	24	1	1	34	26	26	1	20	1
TJP2	12	90	32	14	28	10	8	1	1	1	1
TJP3	96	42	58	4	1	1	1	1	1	1	1
TKT	114	78	1	1	1	1	1	1	1	1	1
TLN1	16	132	22	6	6	4	1	4	1	1	4
TLN2	1	200	1	1	1	1	1	1	1	1	1
TM4SF1	52	80	50	10	6	1	1	1	1	1	1
TM7SF2	1	1	1	1	26	44	38	1	60	14	20
TM9SF2	42	158	1	1	1	1	1	1	1	1	1
TM9SF3	26	118	54	1	1	1	1	1	1	1	1
TMBIM6	1	1	1	1	40	102	28	1	32	1	1
TMCO1	1	1	1	1	14	40	34	26	1	50	30
TMED1	1	66	14	4	50	48	4	12	1	1	1
TMED10	12	82	34	4	16	22	10	8	1	6	4
TMED2	14	84	30	6	20	12	10	6	1	16	4
TMED3	1	1	1	6	16	28	20	36	76	18	1
TMED4	32	70	36	4	12	16	10	6	10	1	1
TMED5	1	42	24	6	24	30	12	10	24	18	8
TMED7	26	106	42	4	4	4	4	4	1	1	4
TMED9	26	54	28	6	12	28	12	8	18	8	4
TMEM106B	200	1	1	1	1	1	1	1	1	1	1
TMEM109	1	8	10	10	24	48	30	22	1	24	26
TMEM11	1	1	1	1	1	1	1	1	1	200	1
TMEM120A	1	1	1	1	1	1	46	36	104	1	14
TMEM131	1	1	1	1	1	1	1	200	1	1	1
TMEM135	1	1	1	1	1	8	18	6	62	64	42
TMEM14C	1	1	1	1	1	1	1	1	1	200	1
TMEM165	74	112	1	12	1	1	1	1	1	1	1
TMEM167A	38	1	84	1	10	66	1	1	1	1	1
TMEM199	1	1	1	1	54	82	1	1	1	26	36
TMEM2	28	88	22	10	24	1	16	1	4	1	4
TMEM205	1	1	1	1	154	1	40	1	8	1	1
TMEM214	1	1	8	1	26	52	38	10	26	14	24
TMEM258	1	1	1	1	16	58	24	18	1	48	34
TMEM30A	28	34	96	10	22	1	1	6	1	1	4
TMEM33	1	12	28	8	18	46	24	16	28	16	8
TMEM41B	1	1	1	1	1	1	1	1	1	1	1
TMEM43	1	1	4	4	34	52	40	26	18	12	12
TMEM50B	34	90	68	6	1	1	1	1	1	1	1
TMEM59	1	1	1	1	1	1	1	1	1	1	1
TMEM70	1	1	1	1	1	1	1	1	1	1	1
TMEM97	1	1	8	6	30	52	24	24	1	36	20
TMF1	22	150	1	1	1	28	1	1	1	1	1
TMOD3	30	114	30	1	12	6	1	1	1	1	1
TMPO	1	1	1	1	28	52	46	1	30	10	34
TMPO	1	1	1	1	28	52	46	1	30	10	34
TMTC3	1	1	1	1	1	1	1	1	1	126	74
TMUB1	1	1	1	4	38	76	20	16	16	16	16
TMX1	12	1	20	12	58	36	12	1	1	20	32
TMX2	112	88	1	1	1	1	1	1	1	1	1
TMX3	6	14	14	4	34	42	30	16	22	6	12
TNIK	200	1	1	1	1	1	1	1	1	1	1
TNKS1BP1	1	1	1	1	1	1	1	1	1	1	1
TNPO1	124	50	1	16	4	1	1	1	1	1	1
TOE1	1	118	82	1	1	1	1	1	1	1	1
TOMM20	1	1	1	1	1	1	1	1	1	1	1
TOMM22	1	1	1	1	1	14	24	62	1	82	16
TOMM40	1	1	1	1	8	18	36	42	74	14	8
TOMM5	1	1	1	1	1	1	1	1	1	1	1
TOMM70A	1	1	1	1	4	8	36	44	70	26	12
TOP1	1	74	74	1	1	4	4	4	8	4	24
TOP2A	1	1	1	1	1	1	28	4	6	24	136
TOP2B	1	1	4	1	6	1	40	4	30	34	80
TOR1A	1	1	10	1	44	38	36	18	30	4	20
TOR1AIP1	1	1	4	8	42	54	42	16	20	6	8
TOR1AIP2	1	1	1	1	34	112	46	1	1	8	1
TOR1AIP2	1	1	1	1	34	112	46	1	1	8	1
TOR4A	1	1	1	1	1	40	100	26	22	1	10
TP53I11	184	1	1	1	16	1	1	1	1	1	1
TPD52	76	84	1	4	1	1	1	18	1	1	18
TPD52L2	112	50	16	4	8	1	1	1	1	1	4
TPI1	124	34	6	4	1	4	1	6	4	1	12
TPM1	72	66	20	6	12	6	6	4	1	1	4
TPM3	126	22	12	1	24	1	1	1	10	1	1
TPM4	32	88	52	1	24	1	1	4	1	1	1
TPP1	114	78	6	1	1	1	1	1	1	1	1
TPP2	1	74	120	4	1	1	1	1	1	1	1
TPT1	1	1	1	1	1	1	1	1	1	1	1
TRA2A	1	58	142	1	1	1	1	1	1	1	1
TRA2B	1	76	116	6	1	1	1	1	1	1	1
TRABD	1	1	1	1	1	1	32	94	18	22	34
TRAM1	1	1	1	4	16	34	36	16	50	28	16
TRANK1	1	158	42	1	1	1	1	1	1	1	1
TRAP1	20	22	10	1	4	8	20	42	48	14	14
TREX1	1	1	1	1	54	118	1	1	8	1	20
TRIM2	1	124	76	1	1	1	1	1	1	1	1
TRIM25	4	112	84	1	1	1	1	1	1	1	1
TRIM28	16	122	58	1	1	1	1	1	1	1	1
TRIM56	1	76	124	1	1	1	1	1	1	1	1
TRIP12	1	76	124	1	1	1	1	1	1	1	1
TRIP4	1	136	1	1	1	1	64	1	1	1	1
TRMT1L	1	14	184	1	1	1	1	1	1	1	1
TRMT2A	1	1	1	1	1	1	1	1	1	1	1
TROVE2	1	118	82	1	1	1	1	1	1	1	1
TRRAP	1	108	92	1	1	1	1	1	1	1	1
TSFM	6	48	1	1	1	1	10	32	62	32	12
TSPAN14	78	122	1	1	1	1	1	1	1	1	1
TSPAN3	122	64	14	1	1	1	1	1	1	1	1
TSPAN8	40	68	36	10	16	10	6	4	4	4	4
TSR1	4	114	82	1	1	1	1	1	1	1	1
TST	1	1	1	1	1	1	1	44	104	44	8
TSTA3	200	1	1	1	1	1	1	1	1	1	1
TTBK2	1	56	1	26	4	20	1	70	1	1	24
TTC19	1	1	1	1	4	1	20	60	104	10	1
TTC38	1	1	1	1	1	1	1	1	1	1	1
TUBA4A	92	62	1	8	6	12	12	1	1	1	8
TUBA4B	66	56	30	1	8	8	6	10	4	1	6
TUBB	82	50	16	1	8	10	8	10	6	1	8
TUBB2A	200	1	1	1	1	1	1	1	1	1	1
TUBG1	76	116	8	1	1	1	1	1	1	1	1
TUBGCP2	194	6	1	1	1	1	1	1	1	1	1
TUFM	1	1	1	1	4	14	26	42	60	38	16
TXN	1	1	1	4	32	44	36	24	22	12	26
TXNDC12	1	4	6	4	26	36	30	22	26	28	20
TXNDC17	6	66	34	8	14	26	16	10	8	6	6
TXNDC5	26	12	1	1	14	42	30	20	30	1	26
TXNIP	66	58	30	10	8	4	6	6	1	4	6
TXNL1	184	14	1	1	1	1	1	1	1	1	1
TXNRD1	1	1	1	1	1	1	1	98	102	1	1
TXNRD2	1	1	1	1	6	10	18	34	62	48	22
U2AF1	6	90	90	4	6	1	1	1	1	1	1
U2AF2	1	50	134	4	6	4	1	1	1	1	1
U2SURP	1	1	1	8	38	46	28	22	24	20	12
UACA	1	96	84	1	10	1	1	1	1	1	10
UBA1	120	56	1	1	4	1	4	4	4	1	8
UBAC2	1	1	1	1	1	1	1	1	104	96	1
UBAP2L	1	140	60	1	1	1	1	1	1	1	1
UBE2J1	1	1	1	1	24	88	32	16	20	8	10
UBE2K	182	1	1	18	1	1	1	1	1	1	1
UBE2L3	200	1	1	1	1	1	1	1	1	1	1
UBE2M	42	1	1	1	58	1	1	1	1	78	20
UBE2NL	106	66	20	6	1	1	1	1	1	1	1
UBL5	1	1	1	1	1	1	1	1	1	1	1
UBQLN2	56	1	1	1	1	34	30	20	1	1	60
UBR4	126	70	1	1	1	1	1	1	1	1	1
UBR5	200	1	1	1	1	1	1	1	1	1	1
UBTF	1	1	1	1	4	20	14	14	26	16	108
UBXN4	1	1	16	10	46	46	34	10	28	1	8
UCHL5	190	6	1	1	1	1	1	1	1	1	1
UFM1	200	1	1	1	1	1	1	1	1	1	1
UFSP2	1	1	1	4	10	100	34	10	30	8	4
UGDH	128	60	1	1	4	1	1	4	1	1	4
UGGT1	1	1	8	4	18	46	46	16	32	14	20
UGGT2	1	1	1	1	1	1	136	1	64	1	1
UGP2	200	1	1	1	1	1	1	1	1	1	1
UGT1A1	1	4	16	4	18	44	32	30	32	10	10
UGT1A10	1	1	1	1	38	48	24	56	20	1	16
UGT1A6	1	1	10	4	24	42	32	32	32	8	14
UGT2B17	1	1	1	1	20	180	1	1	1	1	1
UGT8	1	1	1	1	26	40	40	34	30	10	12
UIMC1	1	94	106	1	1	1	1	1	1	1	1
UNC45A	122	1	1	6	14	1	1	22	12	1	24
UPF1	1	10	162	8	10	4	1	1	1	1	1
UPF2	1	88	112	1	1	1	1	1	1	1	1
UPF3B	1	42	158	1	1	1	1	1	1	1	1
UQCRC1	1	1	1	1	14	28	32	52	52	12	8
UQCRC2	1	1	1	1	10	16	26	42	48	34	22
UQCRFS1P1	1	1	1	1	1	1	1	1	1	1	1
UQCRQ	1	1	1	1	12	1	8	72	1	96	12
USE1	1	1	1	1	68	92	14	8	4	6	8
USMG5	1	1	1	1	24	24	38	54	1	26	34
USO1	14	126	60	1	1	1	1	1	1	1	1
USP10	38	82	80	1	1	1	1	1	1	1	1
USP14	16	106	78	1	1	1	1	1	1	1	1
USP39	1	38	160	1	1	1	1	1	1	1	1
USP7	178	22	1	1	1	1	1	1	1	1	1
UTP14A	1	82	118	1	1	1	1	1	1	1	1
UTP18	1	1	200	1	1	1	1	1	1	1	1
UTP20	1	110	90	1	1	1	1	1	1	1	1
UTP3	1	58	142	1	1	1	1	1	1	1	1
UTRN	26	48	1	1	8	1	1	1	1	116	1
VAMP3	50	28	84	14	18	1	1	1	1	1	1
VAMP7	80	60	58	1	1	1	1	1	1	1	1
VAMP8	40	84	58	8	8	1	1	1	1	1	1
VAPA	4	12	16	8	30	32	24	22	24	12	16
VAPB	1	6	14	8	28	44	24	14	32	12	18
VARS	42	110	1	1	1	1	1	8	6	12	16
VARS2	1	1	1	1	1	1	26	38	74	6	54
VASP	76	80	28	4	1	6	1	1	1	1	1
VCL	116	40	4	6	1	8	1	6	4	4	12
VCP	88	20	12	6	18	26	10	4	6	1	8
VDAC1	1	1	1	1	10	24	36	36	52	24	16
VDAC2	1	1	1	1	8	22	30	32	64	18	22
VDAC3	1	1	1	1	8	16	38	36	66	22	16
VEZT	4	26	16	10	24	28	24	16	20	12	22
VIL1	36	68	48	10	10	8	8	4	4	1	1
VILL	1	1	1	200	1	1	1	1	1	1	1
VMP1	1	1	1	1	48	20	1	54	64	1	16
VPS13C	72	128	1	1	1	1	1	1	1	1	1
VPS35	138	40	1	4	14	1	1	1	1	1	1
VPS45	1	1	198	1	1	1	1	1	1	1	1
VPS4A	200	1	1	1	1	1	1	1	1	1	1
VPS4B	66	78	34	1	4	4	1	4	1	1	4
VRK2	1	1	1	4	6	46	36	22	62	4	18
VTA1	110	90	1	1	1	1	1	1	1	1	1
VTI1A	22	138	26	12	1	1	1	1	1	1	1
VTI1B	124	50	16	10	1	1	1	1	1	1	1
WASF2	36	96	62	6	1	1	1	1	1	1	1
WBP11	1	1	1	1	200	1	1	1	1	1	1
WDR1	38	74	44	10	10	12	4	1	1	1	4
WDR18	1	1	178	20	1	1	1	1	1	1	1
WDR3	1	50	150	1	1	1	1	1	1	1	1
WDR33	1	72	128	1	1	1	1	1	1	1	1
WDR82	1	94	106	1	1	1	1	1	1	1	1
WFS1	1	1	1	1	32	28	68	10	20	20	18
WIBG	26	126	44	1	1	1	1	1	1	1	1
WTAP	1	1	1	1	1	1	1	1	1	1	1
XAB2	1	1	1	6	72	118	1	1	1	1	1
XRCC1	1	58	30	1	34	14	16	1	1	8	38
XRCC5	12	82	66	4	8	8	6	4	4	1	6
XRCC6	8	66	80	6	10	8	6	1	4	1	12
XRN1	1	168	32	1	1	1	1	1	1	1	1
XRN2	30	78	56	1	8	8	8	4	1	1	4
YARS	134	58	1	1	1	1	1	1	1	1	6
YBX1	4	84	84	8	8	6	1	1	1	1	1
YBX2	1	60	136	1	1	1	1	1	1	1	1
YES1	60	78	38	4	12	4	1	1	1	1	1
YIF1A	18	74	70	6	1	6	10	8	10	1	1
YIF1B	1	200	1	1	1	1	1	1	1	1	1
YIPF4	56	82	30	1	1	1	30	1	1	1	1
YKT6	80	44	36	6	8	1	1	1	16	1	8
YME1L1	1	1	1	1	1	12	28	60	54	38	10
YTHDC2	1	8	50	1	14	1	1	1	126	1	1
YTHDF2	72	110	20	1	1	1	1	1	1	1	1
YTHDF3	42	112	40	1	1	1	1	1	1	1	4
YWHAB	68	80	22	4	10	1	1	4	4	1	6
YWHAE	60	66	22	6	8	8	8	6	6	1	6
YWHAG	64	72	24	4	10	4	4	6	1	4	6
YWHAH	80	80	18	1	10	1	1	1	1	1	6
YWHAQ	82	90	14	4	1	4	1	1	4	1	1
YWHAZ	56	68	28	6	10	6	4	8	4	4	4
ZAK	1	1	194	6	1	1	1	1	1	1	1
ZBTB11	1	84	116	1	1	1	1	1	1	1	1
ZC3H15	1	118	80	1	1	1	1	1	1	1	1
ZC3H4	1	148	52	1	1	1	1	1	1	1	1
ZC3H7B	1	112	88	1	1	1	1	1	1	1	1
ZC3HAV1	1	74	116	1	1	4	1	1	1	1	1
ZCCHC3	1	4	196	1	1	1	1	1	1	1	1
ZCCHC6	1	42	70	1	1	88	1	1	1	1	1
ZCCHC8	1	44	156	1	1	1	1	1	1	1	1
ZFP91	1	100	100	1	1	1	1	1	1	1	1
ZFPL1	38	162	1	1	1	1	1	1	1	1	1
ZFR	4	18	30	8	32	40	26	8	28	1	6
ZMPSTE24	1	1	6	6	30	28	38	24	32	22	14
ZMYND8	1	118	82	1	1	1	1	1	1	1	1
ZNF24	1	1	38	1	1	1	108	1	1	1	54
ZNF318	1	200	1	1	1	1	1	1	1	1	1
ZNF326	1	166	34	1	1	1	1	1	1	1	1
ZNF638	1	200	1	1	1	1	1	1	1	1	1
ZNF845	1	78	122	1	1	1	1	1	1	1	1
ZW10	1	1	4	8	22	90	42	6	22	4	1
ZYX	116	1	76	8	1	1	1	1	1	1	1
ZZEF1	186	14	1	1	1	1	1	1	1	1	1
